"","gfs_full","gfs_reduced"
"GC00000996",18,8
"GC00000997",18,8
"GC00000403",18,8
"GC00000217_1",18,8
"GC00000058_1",18,8
"GC00000058_2",18,8
"GC00000058_3",18,8
"GC00000189_2",18,8
"GC00000999",18,8
"GC00000163_2",18,8
"GC00001731",18,8
"GC00000163_1",18,8
"GC00001442",18,8
"GC00000891",18,8
"GC00000034_2",18,8
"GC00000208_2",18,8
"GC00000286_4",18,8
"GC00001487",18,8
"GC00001486",18,8
"GC00001485",18,8
"GC00001484",18,8
"GC00001483",18,8
"GC00001482",18,8
"GC00001481",18,8
"GC00001480",18,8
"GC00000288_2",18,8
"GC00001489",18,8
"GC00001488",18,8
"GC00001317",18,8
"GC00001640",18,8
"GC00001643",18,8
"GC00001642",18,8
"GC00001645",18,8
"GC00001644",18,8
"GC00001647",18,8
"GC00001646",18,8
"GC00001649",18,8
"GC00001648",18,8
"GC00001694",18,8
"GC00001319",18,8
"GC00001318",18,8
"GC00001469",18,8
"GC00001468",18,8
"GC00000994",18,8
"GC00000995",18,8
"GC00000992",18,8
"GC00000993",18,8
"GC00000990",18,8
"GC00000991",18,8
"GC00001461",18,8
"GC00001460",18,8
"GC00001463",18,8
"GC00001462",18,8
"GC00001465",18,8
"GC00001464",18,8
"GC00000998",18,8
"GC00001466",18,8
"GC00000076_3",18,8
"GC00000805",18,8
"GC00000840",18,8
"GC00000841",18,8
"GC00000842",18,8
"GC00000843",18,8
"GC00000844",18,8
"GC00000845",18,8
"GC00000846",18,8
"GC00000847",18,8
"GC00000848",18,8
"GC00000849",18,8
"GC00000985",18,8
"GC00001009",18,8
"GC00001008",18,8
"GC00001003",18,8
"GC00001002",18,8
"GC00001001",18,8
"GC00001000",18,8
"GC00001007",18,8
"GC00001006",18,8
"GC00001005",18,8
"GC00001004",18,8
"GC00000042_2",18,8
"GC00000021_1",18,8
"GC00000450",18,8
"GC00000987",18,8
"GC00001269",18,8
"GC00001268",18,8
"GC00001267",18,8
"GC00001266",18,8
"GC00001265",18,8
"GC00001264",18,8
"GC00001263",18,8
"GC00001262",18,8
"GC00001261",18,8
"GC00001260",18,8
"GC00000986",18,8
"GC00001218",18,8
"GC00000242_1",18,8
"GC00000512",18,8
"GC00000513",18,8
"GC00000510",18,8
"GC00000511",18,8
"GC00000516",18,8
"GC00000517",18,8
"GC00000514",18,8
"GC00000515",18,8
"GC00000518",18,8
"GC00000519",18,8
"GC00000244_1",18,8
"GC00000244_2",18,8
"GC00000323_2",18,8
"GC00000139_1",18,8
"GC00000246_2",18,8
"GC00000246_1",18,8
"GC00001641",18,8
"GC00000980",18,8
"GC00000219_2",18,8
"GC00000657",18,8
"GC00000201_2",18,8
"GC00000569",18,8
"GC00000568",18,8
"GC00000069_1",18,8
"GC00000069_2",18,8
"GC00000069_3",18,8
"GC00000424",18,8
"GC00000425",18,8
"GC00000422",18,8
"GC00000423",18,8
"GC00000420",18,8
"GC00000421",18,8
"GC00000363",18,8
"GC00000428",18,8
"GC00000429",18,8
"GC00001236",18,8
"GC00001189",18,8
"GC00000240_1",18,8
"GC00000240_2",18,8
"GC00000982",18,8
"GC00001512",18,8
"GC00000658",18,8
"GC00001182",18,8
"GC00001183",18,8
"GC00000738",18,8
"GC00000739",18,8
"GC00000732",18,8
"GC00000733",18,8
"GC00000730",18,8
"GC00000731",18,8
"GC00000736",18,8
"GC00000737",18,8
"GC00000734",18,8
"GC00000735",18,8
"GC00000207_2",18,8
"GC00000207_1",18,8
"GC00000022_6",18,8
"GC00000022_5",18,8
"GC00000022_2",18,8
"GC00000022_1",18,8
"GC00000066_3",18,8
"GC00000066_2",18,8
"GC00000066_1",18,8
"GC00000024_5",18,8
"GC00000024_4",18,8
"GC00000024_1",18,8
"GC00000024_3",18,8
"GC00000024_2",18,8
"GC00000060_1",18,8
"GC00000060_3",18,8
"GC00000060_2",18,8
"GC00000002_20_p1",18,8
"GC00000062_3",18,8
"GC00000062_2",18,8
"GC00000062_1",18,8
"GC00000264_2",18,8
"GC00000136_2",18,8
"GC00000020_3",18,8
"GC00000020_2",18,8
"GC00000020_5",18,8
"GC00000020_4",18,8
"GC00000988",18,8
"GC00000020_6",18,8
"GC00000064_1",18,8
"GC00000064_3",18,8
"GC00000064_2",18,8
"GC00000029_1",18,8
"GC00000029_2",18,8
"GC00000029_3",18,8
"GC00000029_4",18,8
"GC00000322_3",18,8
"GC00000249_1",18,8
"GC00000249_2",18,8
"GC00000203_2",18,8
"GC00000266_1",18,8
"GC00000181_1",18,8
"GC00000003_7",18,8
"GC00000090_3",18,8
"GC00000090_4",18,8
"GC00000169_1",18,8
"GC00000182_2",18,8
"GC00000326_2",18,8
"GC00000092_3",18,8
"GC00000092_1",18,8
"GC00001674",18,8
"GC00001675",18,8
"GC00001676",18,8
"GC00001677",18,8
"GC00001670",18,8
"GC00001671",18,8
"GC00001672",18,8
"GC00001673",18,8
"GC00001678",18,8
"GC00001679",18,8
"GC00000094_2",18,8
"GC00001102",18,8
"GC00001103",18,8
"GC00001100",18,8
"GC00001101",18,8
"GC00000981",18,8
"GC00001459",18,8
"GC00001104",18,8
"GC00001105",18,8
"GC00001454",18,8
"GC00001455",18,8
"GC00001108",18,8
"GC00001109",18,8
"GC00000989",18,8
"GC00000105_2",18,8
"GC00001452",18,8
"GC00001453",18,8
"GC00000266_2",18,8
"GC00000147_1",18,8
"GC00000147_2",18,8
"GC00000857",18,8
"GC00000856",18,8
"GC00000855",18,8
"GC00000854",18,8
"GC00000853",18,8
"GC00000852",18,8
"GC00001588",18,8
"GC00000850",18,8
"GC00001586",18,8
"GC00001587",18,8
"GC00001584",18,8
"GC00001585",18,8
"GC00001582",18,8
"GC00001583",18,8
"GC00001580",18,8
"GC00001581",18,8
"GC00000101_2",18,8
"GC00001078",18,8
"GC00001079",18,8
"GC00001076",18,8
"GC00001077",18,8
"GC00001074",18,8
"GC00001075",18,8
"GC00001072",18,8
"GC00001073",18,8
"GC00001070",18,8
"GC00001071",18,8
"GC00001441",18,8
"GC00000830",18,8
"GC00001458",18,8
"GC00000109_2",18,8
"GC00000109_1",18,8
"GC00001292",18,8
"GC00001293",18,8
"GC00001290",18,8
"GC00001291",18,8
"GC00001296",18,8
"GC00001297",18,8
"GC00001294",18,8
"GC00001295",18,8
"GC00000107_1",18,8
"GC00001298",18,8
"GC00001299",18,8
"GC00001383",18,8
"GC00000141_2",18,8
"GC00000500",18,8
"GC00000503",18,8
"GC00000502",18,8
"GC00000504",18,8
"GC00000507",18,8
"GC00000141_1",18,8
"GC00000235_2",18,8
"GC00000195_1",18,8
"GC00000195_2",18,8
"GC00000435",18,8
"GC00000434",18,8
"GC00000437",18,8
"GC00000436",18,8
"GC00000433",18,8
"GC00000432",18,8
"GC00000144_2",18,8
"GC00000144_1",18,8
"GC00000191_1",18,8
"GC00000191_2",18,8
"GC00000325_2",18,8
"GC00001653",18,8
"GC00000729",18,8
"GC00000728",18,8
"GC00000721",18,8
"GC00000723",18,8
"GC00000722",18,8
"GC00000725",18,8
"GC00000724",18,8
"GC00000727",18,8
"GC00000726",18,8
"GC00000321_3",18,8
"GC00001050",18,8
"GC00000949",18,8
"GC00001656",18,8
"GC00000132_1",18,8
"GC00001310",18,8
"GC00000201_1",18,8
"GC00000132_2",18,8
"GC00001654",18,8
"GC00000272_2",18,8
"GC00001051",18,8
"GC00000298_2",18,8
"GC00000097_2",18,8
"GC00000097_1",18,8
"GC00000001_65",18,8
"GC00000296_2",18,8
"GC00000001_66",18,8
"GC00000001_61",18,8
"GC00000001_60",18,8
"GC00000001_63",18,8
"GC00000001_62",18,8
"GC00000099_1",18,8
"GC00000099_2",18,8
"GC00000218_2",18,8
"GC00000218_1",18,8
"GC00000146_1",18,8
"GC00000741",18,8
"GC00000006_10",18,8
"GC00001406",18,8
"GC00000426",18,8
"GC00000259_2",18,8
"GC00000259_1",18,8
"GC00000329_2",18,8
"GC00000203_1",18,8
"GC00001669",18,8
"GC00001668",18,8
"GC00001663",18,8
"GC00001662",18,8
"GC00001661",18,8
"GC00001660",18,8
"GC00001667",18,8
"GC00001666",18,8
"GC00001665",18,8
"GC00001664",18,8
"GC00001273",18,8
"GC00000291_2",18,8
"GC00001115",18,8
"GC00001446",18,8
"GC00001445",18,8
"GC00001116",18,8
"GC00001119",18,8
"GC00001118",18,8
"GC00001449",18,8
"GC00001448",18,8
"GC00000123_2",18,8
"GC00000123_1",18,8
"GC00001599",18,8
"GC00001598",18,8
"GC00000273_2",18,8
"GC00001595",18,8
"GC00001594",18,8
"GC00001597",18,8
"GC00001596",18,8
"GC00001591",18,8
"GC00001590",18,8
"GC00001593",18,8
"GC00001592",18,8
"GC00001402",18,8
"GC00001069",18,8
"GC00001068",18,8
"GC00001065",18,8
"GC00001064",18,8
"GC00001067",18,8
"GC00001066",18,8
"GC00001061",18,8
"GC00001060",18,8
"GC00001063",18,8
"GC00001062",18,8
"GC00000252_1",18,8
"GC00000252_2",18,8
"GC00000888",18,8
"GC00000884",18,8
"GC00000885",18,8
"GC00000886",18,8
"GC00000887",18,8
"GC00000880",18,8
"GC00000881",18,8
"GC00000882",18,8
"GC00000883",18,8
"GC00000250_2",18,8
"GC00000250_1",18,8
"GC00000256_1",18,8
"GC00000256_2",18,8
"GC00001145",18,8
"GC00001281",18,8
"GC00001280",18,8
"GC00001283",18,8
"GC00001282",18,8
"GC00001285",18,8
"GC00001284",18,8
"GC00001287",18,8
"GC00001286",18,8
"GC00001289",18,8
"GC00001288",18,8
"GC00001219",18,8
"GC00000254_1",18,8
"GC00000213_1",18,8
"GC00000311_3",18,8
"GC00000192_2",18,8
"GC00000192_1",18,8
"GC00000003_12",18,8
"GC00000003_13",18,8
"GC00000003_10",18,8
"GC00000003_11",18,8
"GC00000534",18,8
"GC00000535",18,8
"GC00000536",18,8
"GC00000537",18,8
"GC00000530",18,8
"GC00000532",18,8
"GC00000533",18,8
"GC00000211_2",18,8
"GC00000211_1",18,8
"GC00000538",18,8
"GC00000941",18,8
"GC00000940",18,8
"GC00000315_3",18,8
"GC00000198_1",18,8
"GC00000198_2",18,8
"GC00001148",18,8
"GC00000946",18,8
"GC00000408",18,8
"GC00000409",18,8
"GC00001411",18,8
"GC00000400",18,8
"GC00000401",18,8
"GC00000402",18,8
"GC00000404",18,8
"GC00000405",18,8
"GC00000406",18,8
"GC00000407",18,8
"GC00000217_2",18,8
"GC00001142",18,8
"GC00001143",18,8
"GC00000215_2",18,8
"GC00000215_1",18,8
"GC00001141",18,8
"GC00000030_4",18,8
"GC00000030_2",18,8
"GC00000030_3",18,8
"GC00000030_1",18,8
"GC00000074_2",18,8
"GC00000074_3",18,8
"GC00000074_1",18,8
"GC00000718",18,8
"GC00000719",18,8
"GC00000072_2",18,8
"GC00000072_3",18,8
"GC00000714",18,8
"GC00000715",18,8
"GC00000716",18,8
"GC00000717",18,8
"GC00000710",18,8
"GC00000711",18,8
"GC00000712",18,8
"GC00000713",18,8
"GC00000070_2",18,8
"GC00000070_3",18,8
"GC00000070_1",18,8
"GC00000260_2",18,8
"GC00000804",18,8
"GC00000078_3",18,8
"GC00000078_1",18,8
"GC00000205_1",18,8
"GC00000032_1",18,8
"GC00000032_2",18,8
"GC00000032_3",18,8
"GC00000032_4",18,8
"GC00000205_2",18,8
"GC00000389",18,8
"GC00000039_5",18,8
"GC00000039_3",18,8
"GC00000004_21_p2",18,8
"GC00000310_2",18,8
"GC00001467",18,8
"GC00000142_1",18,8
"GC00001410",18,8
"GC00000175_2",18,8
"GC00000175_1",18,8
"GC00000173_1",18,8
"GC00000173_2",18,8
"GC00001618",18,8
"GC00001619",18,8
"GC00001616",18,8
"GC00001617",18,8
"GC00001614",18,8
"GC00001615",18,8
"GC00001612",18,8
"GC00001613",18,8
"GC00001610",18,8
"GC00001611",18,8
"GC00001124",18,8
"GC00001125",18,8
"GC00001126",18,8
"GC00001127",18,8
"GC00001432",18,8
"GC00001433",18,8
"GC00001122",18,8
"GC00001431",18,8
"GC00001128",18,8
"GC00001129",18,8
"GC00001438",18,8
"GC00000149_2",18,8
"GC00000149_1",18,8
"GC00001722",18,8
"GC00001723",18,8
"GC00001052",18,8
"GC00001053",18,8
"GC00001054",18,8
"GC00001055",18,8
"GC00001056",18,8
"GC00001057",18,8
"GC00001058",18,8
"GC00001059",18,8
"GC00001728",18,8
"GC00001729",18,8
"GC00000893",18,8
"GC00000892",18,8
"GC00001548",18,8
"GC00000890",18,8
"GC00000897",18,8
"GC00000896",18,8
"GC00000895",18,8
"GC00000894",18,8
"GC00001542",18,8
"GC00001543",18,8
"GC00000899",18,8
"GC00000898",18,8
"GC00001546",18,8
"GC00001547",18,8
"GC00001544",18,8
"GC00001545",18,8
"GC00000017_6",18,8
"GC00000178_2",18,8
"GC00000178_1",18,8
"GC00000958",18,8
"GC00000317_2",18,8
"GC00000529",18,8
"GC00000528",18,8
"GC00000523",18,8
"GC00000522",18,8
"GC00000527",18,8
"GC00000137_1",18,8
"GC00000525",18,8
"GC00000524",18,8
"GC00000187_1",18,8
"GC00000187_2",18,8
"GC00000082_3",18,8
"GC00000135_2",18,8
"GC00000007_10",18,8
"GC00000007_11",18,8
"GC00000185_2",18,8
"GC00000185_1",18,8
"GC00000170_2",18,8
"GC00000170_1",18,8
"GC00000183_1",18,8
"GC00000183_2",18,8
"GC00001436",18,8
"GC00000208_1",18,8
"GC00001437",18,8
"GC00001434",18,8
"GC00001435",18,8
"GC00000419",18,8
"GC00000416",18,8
"GC00000415",18,8
"GC00000414",18,8
"GC00000413",18,8
"GC00000411",18,8
"GC00001121",18,8
"GC00001430",18,8
"GC00000133_1",18,8
"GC00000133_2",18,8
"GC00001123",18,8
"GC00000131_2",18,8
"GC00000002_12_p1",18,8
"GC00001439",18,8
"GC00000703",18,8
"GC00000702",18,8
"GC00000701",18,8
"GC00000700",18,8
"GC00000707",18,8
"GC00000706",18,8
"GC00000705",18,8
"GC00000704",18,8
"GC00000709",18,8
"GC00000708",18,8
"GC00000343_2",18,8
"GC00000226_1",18,8
"GC00000226_2",18,8
"GC00000224_1",18,8
"GC00000001_43",18,8
"GC00000001_42",18,8
"GC00000001_41",18,8
"GC00000001_40",18,8
"GC00000001_46",18,8
"GC00000001_45",18,8
"GC00000001_44",18,8
"GC00000001_49",18,8
"GC00001720",18,8
"GC00001721",18,8
"GC00001726",18,8
"GC00001727",18,8
"GC00001724",18,8
"GC00001725",18,8
"GC00000177_1",18,8
"GC00000177_2",18,8
"GC00001609",18,8
"GC00001608",18,8
"GC00001605",18,8
"GC00001604",18,8
"GC00001607",18,8
"GC00001606",18,8
"GC00001601",18,8
"GC00001600",18,8
"GC00001603",18,8
"GC00001602",18,8
"GC00000145_2",18,8
"GC00000145_1",18,8
"GC00001425",18,8
"GC00001424",18,8
"GC00001427",18,8
"GC00001426",18,8
"GC00001421",18,8
"GC00001420",18,8
"GC00001423",18,8
"GC00001422",18,8
"GC00001429",18,8
"GC00001428",18,8
"GC00000264_1",18,8
"GC00001549",18,8
"GC00000188_2",18,8
"GC00000188_1",18,8
"GC00000262_1",18,8
"GC00000262_2",18,8
"GC00001047",18,8
"GC00001730",18,8
"GC00000260_1",18,8
"GC00001732",18,8
"GC00001735",18,8
"GC00001734",18,8
"GC00001737",18,8
"GC00001736",18,8
"GC00001739",18,8
"GC00001738",18,8
"GC00001540",18,8
"GC00001049",18,8
"GC00001048",18,8
"GC00001559",18,8
"GC00001558",18,8
"GC00001541",18,8
"GC00001551",18,8
"GC00001550",18,8
"GC00001553",18,8
"GC00001552",18,8
"GC00001555",18,8
"GC00001554",18,8
"GC00001557",18,8
"GC00001556",18,8
"GC00000180_2",18,8
"GC00000180_1",18,8
"GC00000330_2",18,8
"GC00000303_2",18,8
"GC00000268_2",18,8
"GC00000268_1",18,8
"GC00000952",18,8
"GC00000953",18,8
"GC00001139",18,8
"GC00001138",18,8
"GC00000956",18,8
"GC00000957",18,8
"GC00000954",18,8
"GC00000955",18,8
"GC00001133",18,8
"GC00001132",18,8
"GC00001131",18,8
"GC00000959",18,8
"GC00001137",18,8
"GC00001136",18,8
"GC00001135",18,8
"GC00001134",18,8
"GC00000049_2",18,8
"GC00000049_3",18,8
"GC00000558",18,8
"GC00000559",18,8
"GC00000557",18,8
"GC00000554",18,8
"GC00000555",18,8
"GC00000552",18,8
"GC00000553",18,8
"GC00000550",18,8
"GC00000551",18,8
"GC00000398",18,8
"GC00000399",18,8
"GC00000390",18,8
"GC00000391",18,8
"GC00000392",18,8
"GC00000393",18,8
"GC00000394",18,8
"GC00000395",18,8
"GC00000396",18,8
"GC00000397",18,8
"GC00000002_17",18,8
"GC00000036_3_p1_p2",18,8
"GC00000229_2",18,8
"GC00000229_1",18,8
"GC00000004_7",18,8
"GC00000004_6",18,8
"GC00000004_5",18,8
"GC00000004_1",18,8
"GC00001120",18,8
"GC00000312_2",18,8
"GC00000002_8",18,8
"GC00000004_19",18,8
"GC00000776",18,8
"GC00000089_3",18,8
"GC00000774",18,8
"GC00000775",18,8
"GC00000772",18,8
"GC00000773",18,8
"GC00000770",18,8
"GC00000771",18,8
"GC00000236_1",18,8
"GC00000071_1",18,8
"GC00000778",18,8
"GC00000779",18,8
"GC00000006_1",18,8
"GC00000006_3",18,8
"GC00000006_5",18,8
"GC00000006_4",18,8
"GC00000006_7",18,8
"GC00000006_6",18,8
"GC00000006_9",18,8
"GC00000006_8",18,8
"GC00001539",18,8
"GC00001538",18,8
"GC00000608",18,8
"GC00000609",18,8
"GC00000602",18,8
"GC00001533",18,8
"GC00000600",18,8
"GC00000601",18,8
"GC00000606",18,8
"GC00000607",18,8
"GC00000604",18,8
"GC00001532",18,8
"GC00000304_2",18,8
"GC00000046_1",18,8
"GC00000339_2",18,8
"GC00000046_3",18,8
"GC00000046_2",18,8
"GC00000128_1",18,8
"GC00000128_2",18,8
"GC00000044_3",18,8
"GC00000044_2",18,8
"GC00000044_1",18,8
"GC00000001_2",18,8
"GC00000001_7",18,8
"GC00000001_5",18,8
"GC00000001_9",18,8
"GC00000048_3",18,8
"GC00000048_2",18,8
"GC00000048_1",18,8
"GC00000001_58",18,8
"GC00000001_59",18,8
"GC00000001_54",18,8
"GC00000001_55",18,8
"GC00000001_56",18,8
"GC00000001_57",18,8
"GC00000001_52",18,8
"GC00000526",18,8
"GC00000137_2",18,8
"GC00000042_3",18,8
"GC00000042_4",18,8
"GC00000232_2",18,8
"GC00000040_4",18,8
"GC00000040_2",18,8
"GC00000040_1",18,8
"GC00000232_1",18,8
"GC00000274_2",18,8
"GC00000354",18,8
"GC00000616",18,8
"GC00000276_2",18,8
"GC00001631",18,8
"GC00001632",18,8
"GC00001633",18,8
"GC00001634",18,8
"GC00001635",18,8
"GC00001636",18,8
"GC00001637",18,8
"GC00001638",18,8
"GC00000278_2",18,8
"GC00000169_2",18,8
"GC00001388",18,8
"GC00001389",18,8
"GC00000160_2",18,8
"GC00001380",18,8
"GC00001381",18,8
"GC00001382",18,8
"GC00001384",18,8
"GC00001387",18,8
"GC00000206_2",18,8
"GC00000135_1",18,8
"GC00000162_2",18,8
"GC00000162_1",18,8
"GC00000164_1",18,8
"GC00000164_2",18,8
"GC00000270_1",18,8
"GC00000270_2",18,8
"GC00001704",18,8
"GC00001705",18,8
"GC00001706",18,8
"GC00001707",18,8
"GC00001700",18,8
"GC00001701",18,8
"GC00001702",18,8
"GC00001703",18,8
"GC00000166_2",18,8
"GC00000166_1",18,8
"GC00001708",18,8
"GC00001709",18,8
"GC00001568",18,8
"GC00001569",18,8
"GC00000121_2",18,8
"GC00001564",18,8
"GC00001565",18,8
"GC00001566",18,8
"GC00001567",18,8
"GC00001560",18,8
"GC00001561",18,8
"GC00001562",18,8
"GC00001563",18,8
"GC00001098",18,8
"GC00001099",18,8
"GC00000160_1",18,8
"GC00001094",18,8
"GC00001095",18,8
"GC00001096",18,8
"GC00001097",18,8
"GC00001090",18,8
"GC00001091",18,8
"GC00001092",18,8
"GC00001093",18,8
"GC00001418",18,8
"GC00001419",18,8
"GC00000943",18,8
"GC00000942",18,8
"GC00000945",18,8
"GC00000944",18,8
"GC00000947",18,8
"GC00001149",18,8
"GC00001146",18,8
"GC00000948",18,8
"GC00001412",18,8
"GC00001413",18,8
"GC00001414",18,8
"GC00001415",18,8
"GC00001416",18,8
"GC00001417",18,8
"GC00001111",18,8
"GC00001045",18,8
"GC00000549",18,8
"GC00000548",18,8
"GC00000545",18,8
"GC00000544",18,8
"GC00000547",18,8
"GC00000546",18,8
"GC00000541",18,8
"GC00000540",18,8
"GC00000543",18,8
"GC00000542",18,8
"GC00000388",18,8
"GC00000387",18,8
"GC00000386",18,8
"GC00000385",18,8
"GC00000384",18,8
"GC00000381",18,8
"GC00000380",18,8
"GC00000125_1",18,8
"GC00000125_2",18,8
"GC00000506",18,8
"GC00000076_1",18,8
"GC00000127_2",18,8
"GC00000127_1",18,8
"GC00001113",18,8
"GC00000509",18,8
"GC00000076_2",18,8
"GC00000082_5",18,8
"GC00000331_2",18,8
"GC00001630",18,8
"GC00001112",18,8
"GC00000080_3",18,8
"GC00000080_1",18,8
"GC00000027_3",18,8
"GC00000242_2",18,8
"GC00000027_6",18,8
"GC00000027_4",18,8
"GC00000008_10",18,8
"GC00000027_5",18,8
"GC00001114",18,8
"GC00000765",18,8
"GC00000764",18,8
"GC00000767",18,8
"GC00000766",18,8
"GC00000761",18,8
"GC00000760",18,8
"GC00000763",18,8
"GC00000762",18,8
"GC00000324_2",18,8
"GC00000769",18,8
"GC00000189_1",18,8
"GC00000094_1",18,8
"GC00001444",18,8
"GC00000790",18,8
"GC00000358",18,8
"GC00000337_2",18,8
"GC00000236_2",18,8
"GC00000152_2",18,8
"GC00000152_1",18,8
"GC00000984",18,8
"GC00000265_1",18,8
"GC00000417",18,8
"GC00001343",18,8
"GC00000154_1",18,8
"GC00000230_1",18,8
"GC00000230_2",18,8
"GC00000154_2",18,8
"GC00000359",18,8
"GC00001106",18,8
"GC00001107",18,8
"GC00000619",18,8
"GC00000618",18,8
"GC00000983",18,8
"GC00000611",18,8
"GC00000610",18,8
"GC00000613",18,8
"GC00000612",18,8
"GC00000615",18,8
"GC00000614",18,8
"GC00000617",18,8
"GC00000412",18,8
"GC00000768",18,8
"GC00000410",18,8
"GC00001456",18,8
"GC00001457",18,8
"GC00001450",18,8
"GC00001451",18,8
"GC00000105_1",18,8
"GC00001316",18,8
"GC00000004_20",18,8
"GC00000150_1",18,8
"GC00000150_2",18,8
"GC00001315",18,8
"GC00000008_7",18,8
"GC00000328",18,8
"GC00000009_4_p2_p2_p1",18,8
"GC00000035_r1_1",18,8
"GC00000035_2",18,8
"GC00000009_4_p1_p2",18,8
"GC00000314",18,8
"GC00000305",18,8
"GC00000299_3",18,8
"GC00000002_19_p2_p2",18,8
"GC00000005_15",18,8
"GC00000108",18,8
"GC00000087_3",18,8
"GC00000002_20_p2",18,8
"GC00000001_23",17,7
"GC00000338_2",17,7
"GC00000011_6",17,7
"GC00000280_1",17,7
"GC00001768",17,7
"GC00001769",17,7
"GC00001766",17,7
"GC00001767",17,7
"GC00001764",17,8
"GC00001765",17,8
"GC00001763",17,8
"GC00001760",17,7
"GC00001761",17,8
"GC00001779",17,7
"GC00001778",17,7
"GC00001775",17,7
"GC00001774",17,7
"GC00001777",17,7
"GC00001776",17,7
"GC00001771",17,7
"GC00001770",17,7
"GC00001773",17,7
"GC00001772",17,7
"GC00000098_2",17,7
"GC00001743",17,7
"GC00001744",17,7
"GC00001745",17,7
"GC00001746",17,7
"GC00001747",17,7
"GC00001748",17,7
"GC00000033_1",17,7
"GC00001781",17,7
"GC00001757",17,7
"GC00001756",17,7
"GC00001755",17,7
"GC00001753",17,8
"GC00001752",17,8
"GC00001751",17,7
"GC00001750",17,8
"GC00001759",17,7
"GC00001758",17,8
"GC00000043_4",17,7
"GC00000003_8",17,7
"GC00001780",17,7
"GC00001782",17,7
"GC00000038_5",17,7
"GC00000002_12_p2_p2_p2",17,7
"GC00000002_12_p2_p1",17,7
"GC00000275_1",17,7
"GC00000277_1",17,8
"GC00000279_1",17,7
"GC00000019_5",17,7
"GC00000273_1",17,7
"GC00000016_2",17,8
"GC00000520_2",17,7
"GC00000283_3",17,7
"GC00000022_4",17,7
"GC00000276_1",17,8
"GC00000278_1",17,7
"GC00000037_r1_1_p2_p2",17,7
"GC00000039_4",17,8
"GC00000078_2",17,7
"GC00001754",17,7
"GC00000036_3_p2_p1",17,8
"GC00000002_10",17,7
"GC00000274_1",17,7
"GC00000272_1",17,8
"GC00000037_r1_1_p1_p2",17,7
"GC00000080_2",17,7
"GC00000335",17,8
"GC00000035_5",17,7
"GC00000009_4_p2_p2_p2_p1",17,7
"GC00000009_4_p2_p1_p2",17,7
"GC00000011_10",17,7
"GC00001742_2",16,7
"GC00000521_2",16,6
"GC00000005_8",16,6
"GC00000005_9",16,6
"GC00001785",16,7
"GC00001786",16,7
"GC00000281_2_p2",16,7
"GC00000034_1",16,7
"GC00000014_5",16,7
"GC00001791",16,6
"GC00001790",16,8
"GC00000005_14",16,6
"GC00000005_17",16,6
"GC00000009_4_p1_p1",16,6
"GC00000009_4_p2_p2_p2_p2_p2",16,7
"GC00000081_2",15,6
"GC00001799",15,6
"GC00000002_19_p1",15,6
"GC00001792",15,6
"GC00001797",15,6
"GC00001794",15,7
"GC00000293_3",15,7
"GC00000005_13",15,5
"GC00000004_18",15,8
"GC00000282_1",15,6
"GC00001749",15,8
"GC00000287_2",15,8
"GC00000011_3",15,8
"GC00001385_2",14,5
"GC00000005_3",14,5
"GC00000011_9",14,5
"GC00000002_12_p2_p2_p1",14,5
"GC00001803",14,5
"GC00001802",14,7
"GC00001806",14,4
"GC00001805",14,5
"GC00001804",14,5
"GC00000320_p2",14,5
"GC00000284_5",14,7
"GC00000002_19_p2_p1",14,5
"GC00000005_16",14,6
"GC00000005_10",14,5
"GC00000004_21_p1",14,5
"GC00000009_4_p2_p1_p1",14,5
"GC00000308_2",14,5
"GC00000009_4_p2_p2_p2_p2_p1",14,5
"GC00000327",14,5
"GC00001818",13,4
"GC00001814",13,4
"GC00001815",13,4
"GC00001816",13,4
"GC00001811",13,6
"GC00001812",13,4
"GC00001813",13,4
"GC00001817",13,4
"GC00000281_2_p1",13,4
"GC00000283_1",13,4
"GC00000005_11",13,4
"GC00000005_12",13,4
"GC00000002_18_p2",13,4
"GC00000002_13",13,5
"GC00000004_8",13,6
"GC00000002_9",13,6
"GC00001795",13,7
"GC00001787",13,7
"GC00001789",13,7
"GC00000285_1",12,5
"GC00000015_7",12,3
"GC00000011_7",12,5
"GC00000001_38",12,5
"GC00001784_2",12,3
"GC00000037_r1_1_p2_p1",12,5
"GC00001832",12,5
"GC00001833",12,5
"GC00001830",12,5
"GC00001831",12,5
"GC00001829",12,5
"GC00001828",12,5
"GC00001821",12,5
"GC00001820",12,5
"GC00001823",12,5
"GC00001822",12,5
"GC00001827",12,6
"GC00000964_3",12,5
"GC00000037_r1_1_p1_p1",12,5
"GC00000082_4",12,5
"GC00001819",12,3
"GC00000001_16",11,4
"GC00000038_7",11,5
"GC00001836",11,6
"GC00001835",11,4
"GC00001845",11,2
"GC00000336_4",11,2
"GC00000036_3_p2_p2_p2",11,2
"GC00000148_9",11,2
"GC00001844",11,4
"GC00001842",11,4
"GC00000341_7",11,4
"GC00001386_3",11,5
"GC00001793_4",10,4
"GC00001862",10,5
"GC00000015_4",10,6
"GC00000289_1",10,5
"GC00001838_2",10,5
"GC00001809_2",10,5
"GC00000083_2",10,5
"GC00001853",10,5
"GC00001834_2",10,5
"GC00000288_1",10,5
"GC00001865",10,5
"GC00001867",10,6
"GC00001866",10,5
"GC00001863",10,5
"GC00001868",10,4
"GC00000086_3_p2",10,6
