"","gfs_full","gfs_reduced"
"GC00000325_2",18,13
"GC00000325_1",18,13
"GC00000459_3",18,13
"GC00000146_2",18,13
"GC00000456_2",18,13
"GC00000209_1",18,13
"GC00000209_3",18,13
"GC00000419_3",18,13
"GC00000039_5_p1",18,13
"GC00001458",18,13
"GC00000179_3",18,13
"GC00000144_2",18,13
"GC00000144_1",18,13
"GC00000068_5",18,13
"GC00000068_6",18,13
"GC00000068_1",18,13
"GC00000068_2",18,13
"GC00000918",18,13
"GC00000919",18,13
"GC00000328_2",18,13
"GC00000185_2_p2",18,13
"GC00000185_2_p1",18,13
"GC00000915",18,13
"GC00000912",18,13
"GC00000516_2",18,13
"GC00001209",18,13
"GC00001208",18,13
"GC00001201",18,13
"GC00001200",18,13
"GC00001203",18,13
"GC00001202",18,13
"GC00001205",18,13
"GC00001204",18,13
"GC00001207",18,13
"GC00001206",18,13
"GC00001147",18,13
"GC00001144",18,13
"GC00001155",18,13
"GC00001154",18,13
"GC00001157",18,13
"GC00001156",18,13
"GC00001151",18,13
"GC00001402",18,13
"GC00001153",18,13
"GC00001152",18,13
"GC00000294_2",18,13
"GC00000294_1",18,13
"GC00000212_4",18,13
"GC00000212_1",18,13
"GC00000193_2",18,13
"GC00000193_3",18,13
"GC00000193_1",18,13
"GC00000095_4",18,13
"GC00000095_1",18,13
"GC00000095_3",18,13
"GC00000095_2",18,13
"GC00000102_4",18,13
"GC00000102_1",18,13
"GC00000102_2",18,13
"GC00000102_3",18,13
"GC00000354_2",18,13
"GC00000354_1",18,13
"GC00000033_5",18,13
"GC00000033_6",18,13
"GC00000002_42",18,13
"GC00000002_40",18,13
"GC00000002_44",18,13
"GC00000034_3",18,13
"GC00000034_6",18,13
"GC00000034_7",18,13
"GC00000034_4",18,13
"GC00000034_8",18,13
"GC00000174_3",18,13
"GC00000174_2",18,13
"GC00000174_1",18,13
"GC00000004_41",18,13
"GC00000004_43",18,13
"GC00000004_45",18,13
"GC00000004_46",18,13
"GC00000468_2",18,13
"GC00000460_2",18,13
"GC00000420_2",18,13
"GC00000134_3",18,13
"GC00000134_5",18,13
"GC00000134_4",18,13
"GC00000316_1",18,13
"GC00000316_2",18,13
"GC00000581_2",18,13
"GC00000930",18,13
"GC00000931",18,13
"GC00000932",18,13
"GC00000933",18,13
"GC00000934",18,13
"GC00000935",18,13
"GC00000936",18,13
"GC00000937",18,13
"GC00000938",18,13
"GC00000939",18,13
"GC00001223",18,13
"GC00001222",18,13
"GC00001221",18,13
"GC00001220",18,13
"GC00001227",18,13
"GC00001226",18,13
"GC00001225",18,13
"GC00001224",18,13
"GC00001229",18,13
"GC00001228",18,13
"GC00000017_7",18,13
"GC00000017_9",18,13
"GC00000017_8",18,13
"GC00000077_2",18,13
"GC00000077_5",18,13
"GC00000044_10",18,13
"GC00000282_2",18,13
"GC00000794",18,13
"GC00000795",18,13
"GC00000796",18,13
"GC00000797",18,13
"GC00000790",18,13
"GC00000791",18,13
"GC00000792",18,13
"GC00000793",18,13
"GC00000798",18,13
"GC00000799",18,13
"GC00000263_2",18,13
"GC00000263_3",18,13
"GC00000139_4",18,13
"GC00000139_1",18,13
"GC00000220_3",18,13
"GC00000003_9",18,13
"GC00000003_4",18,13
"GC00000003_5",18,13
"GC00000003_6",18,13
"GC00000003_2",18,13
"GC00000003_3",18,13
"GC00000006_9",18,13
"GC00000386_2",18,13
"GC00000386_1",18,13
"GC00000309_1",18,13
"GC00000309_2",18,13
"GC00000184_2",18,13
"GC00000184_3",18,13
"GC00000184_1",18,13
"GC00000496_3",18,13
"GC00000346_1",18,13
"GC00000043_5",18,13
"GC00000043_6",18,13
"GC00000014_12",18,13
"GC00000014_10",18,13
"GC00000014_11",18,13
"GC00000225_3",18,13
"GC00000167_3",18,13
"GC00000167_2",18,13
"GC00000167_1",18,13
"GC00000012_18",18,13
"GC00000012_11",18,13
"GC00000012_12",18,13
"GC00000012_13",18,13
"GC00001818",18,13
"GC00000010_16",18,13
"GC00000010_15",18,13
"GC00000085_2",18,13
"GC00000085_1",18,13
"GC00000536_2",18,13
"GC00001021",18,13
"GC00001020",18,13
"GC00001023",18,13
"GC00001790",18,13
"GC00001025",18,13
"GC00001024",18,13
"GC00001027",18,13
"GC00001026",18,13
"GC00001029",18,13
"GC00001028",18,13
"GC00001799",18,13
"GC00001798",18,13
"GC00000401_1",18,13
"GC00001245",18,13
"GC00001244",18,13
"GC00001247",18,13
"GC00001246",18,13
"GC00001241",18,13
"GC00001240",18,13
"GC00001243",18,13
"GC00001242",18,13
"GC00001249",18,13
"GC00001248",18,13
"GC00000672",18,13
"GC00000671",18,13
"GC00000400_1",18,13
"GC00000084_3",18,13
"GC00000084_2",18,13
"GC00000117_2",18,13
"GC00000339_1",18,13
"GC00001288",18,13
"GC00000273_2",18,13
"GC00000273_1",18,13
"GC00000010_6",18,13
"GC00000010_7",18,13
"GC00000010_8",18,13
"GC00000378_1",18,13
"GC00000378_2",18,13
"GC00000053_2",18,13
"GC00000053_1",18,13
"GC00000377_2",18,13
"GC00000377_1",18,13
"GC00000330_1",18,13
"GC00000330_2",18,13
"GC00001490",18,13
"GC00001491",18,13
"GC00001492",18,13
"GC00001493",18,13
"GC00001494",18,13
"GC00001495",18,13
"GC00001496",18,13
"GC00001497",18,13
"GC00001498",18,13
"GC00001499",18,13
"GC00000060_10",18,13
"GC00000117_4",18,13
"GC00000444_3",18,13
"GC00000117_1",18,13
"GC00000482_2",18,13
"GC00000156_3",18,13
"GC00000156_2",18,13
"GC00000156_1",18,13
"GC00000005_25",18,13
"GC00000005_26",18,13
"GC00000005_21",18,13
"GC00000005_23",18,13
"GC00000524_4",18,13
"GC00000030_6",18,13
"GC00001009",18,13
"GC00001008",18,13
"GC00001003",18,13
"GC00001002",18,13
"GC00001001",18,13
"GC00001000",18,13
"GC00001007",18,13
"GC00001006",18,13
"GC00001005",18,13
"GC00001004",18,13
"GC00000610_2",18,13
"GC00001269",18,13
"GC00001268",18,13
"GC00001267",18,13
"GC00001266",18,13
"GC00001265",18,13
"GC00001264",18,13
"GC00001263",18,13
"GC00001262",18,13
"GC00001261",18,13
"GC00001260",18,13
"GC00000242_4",18,13
"GC00000242_2",18,13
"GC00000281_1",18,13
"GC00000281_2",18,13
"GC00001919",18,13
"GC00000203_3",18,13
"GC00000203_1",18,13
"GC00001911",18,13
"GC00001910",18,13
"GC00001913",18,13
"GC00001912",18,13
"GC00001915",18,13
"GC00001914",18,13
"GC00001917",18,13
"GC00001916",18,13
"GC00000005_11",18,13
"GC00000022_7",18,13
"GC00000022_6",18,13
"GC00000022_4",18,13
"GC00000022_3",18,13
"GC00000022_2",18,13
"GC00000022_1",18,13
"GC00000022_9",18,13
"GC00000562_2",18,13
"GC00000062_3",18,13
"GC00000062_2",18,13
"GC00000367_1",18,13
"GC00000367_2",18,13
"GC00000029_2",18,13
"GC00000029_3",18,13
"GC00000029_4",18,13
"GC00000029_5",18,13
"GC00000029_8",18,13
"GC00000029_9",18,13
"GC00000411_2",18,13
"GC00000416_2",18,13
"GC00000326_1",18,13
"GC00000326_2",18,13
"GC00000147_2",18,13
"GC00000457_2",18,13
"GC00000107_1",18,13
"GC00000107_3",18,13
"GC00000107_2",18,13
"GC00000107_4",18,13
"GC00000148_4",18,13
"GC00000148_2",18,13
"GC00000148_3",18,13
"GC00000180_r1_2",18,13
"GC00000180_r1_1",18,13
"GC00000195_2",18,13
"GC00000195_3",18,13
"GC00000393_1",18,13
"GC00000393_2",18,13
"GC00000039_4",18,13
"GC00001331",18,13
"GC00001332",18,13
"GC00000463_2",18,13
"GC00000410_2",18,13
"GC00001069",18,13
"GC00001068",18,13
"GC00001065",18,13
"GC00001064",18,13
"GC00001067",18,13
"GC00001066",18,13
"GC00001061",18,13
"GC00001060",18,13
"GC00001063",18,13
"GC00001062",18,13
"GC00000888",18,13
"GC00000889",18,13
"GC00000884",18,13
"GC00000885",18,13
"GC00000886",18,13
"GC00000887",18,13
"GC00000880",18,13
"GC00000881",18,13
"GC00000882",18,13
"GC00000883",18,13
"GC00001281",18,13
"GC00001280",18,13
"GC00001283",18,13
"GC00001282",18,13
"GC00001285",18,13
"GC00001284",18,13
"GC00001287",18,13
"GC00001286",18,13
"GC00001289",18,13
"GC00000254_4",18,13
"GC00000213_1",18,13
"GC00000213_3",18,13
"GC00000192_3",18,13
"GC00000192_2",18,13
"GC00000192_1",18,13
"GC00000315_2",18,13
"GC00000315_1",18,13
"GC00001933",18,13
"GC00001932",18,13
"GC00001931",18,13
"GC00001930",18,13
"GC00001937",18,13
"GC00001936",18,13
"GC00001935",18,13
"GC00001934",18,13
"GC00001939",18,13
"GC00001938",18,13
"GC00000074_4",18,13
"GC00000074_5",18,13
"GC00000074_2",18,13
"GC00000357_4",18,13
"GC00000035_3",18,13
"GC00000035_6",18,13
"GC00000035_4",18,13
"GC_un001_6",18,13
"GC00000177_1",18,13
"GC00000177_2",18,13
"GC00000177_3",18,13
"GC00001548",18,13
"GC00001549",18,13
"GC00001542",18,13
"GC00001543",18,13
"GC00001540",18,13
"GC00001541",18,13
"GC00001546",18,13
"GC00001547",18,13
"GC00001544",18,13
"GC00001545",18,13
"GC00000427_2",18,13
"GC00000003_29",18,13
"GC00000003_28",18,13
"GC00000003_23",18,13
"GC00000137_5",18,13
"GC00000137_6",18,13
"GC00000003_20",18,13
"GC00000137_1",18,13
"GC00000003_25",18,13
"GC00000508_2",18,13
"GC00000388_1",18,13
"GC00000388_2",18,13
"GC00000604_2",18,13
"GC00000501_2",18,13
"GC00000343_2",18,13
"GC00000343_1",18,13
"GC00000473_2",18,13
"GC00001722",18,13
"GC00001723",18,13
"GC00001052",18,13
"GC00001053",18,13
"GC00001054",18,13
"GC00001055",18,13
"GC00001056",18,13
"GC00001057",18,13
"GC00000262_1",18,13
"GC00000387_2",18,13
"GC00000895",18,13
"GC00001047",18,13
"GC00001046",18,13
"GC00001045",18,13
"GC00001732",18,13
"GC00001737",18,13
"GC00001040",18,13
"GC00001739",18,13
"GC00001738",18,13
"GC00001049",18,13
"GC00001048",18,13
"GC00000301_1",18,13
"GC00000301_2",18,13
"GC00000223_3",18,13
"GC00000223_5",18,13
"GC00000002_5",18,13
"GC00000002_1",18,13
"GC00000002_2",18,13
"GC00001955",18,13
"GC00001954",18,13
"GC00001957",18,13
"GC00001956",18,13
"GC00001951",18,13
"GC00001950",18,13
"GC00001953",18,13
"GC00001952",18,13
"GC00001959",18,13
"GC00001958",18,13
"GC00000001_r1_3",18,13
"GC00000609_2",18,13
"GC00000436_2",18,13
"GC00000003_26",18,13
"GC00000042_3",18,13
"GC00000042_2",18,13
"GC00000042_5",18,13
"GC00000042_4",18,13
"GC00000042_7",18,13
"GC00000042_9",18,13
"GC00000274_1",18,13
"GC00000274_2",18,13
"GC00000151_4",18,13
"GC00001388",18,13
"GC00001389",18,13
"GC00001380",18,13
"GC00001381",18,13
"GC00001382",18,13
"GC00001383",18,13
"GC00001384",18,13
"GC00001385",18,13
"GC00001386",18,13
"GC00001387",18,13
"GC00000164_1",18,13
"GC00000164_2",18,13
"GC00000164_3",18,13
"GC00001568",18,13
"GC00001569",18,13
"GC00001564",18,13
"GC00001565",18,13
"GC00001566",18,13
"GC00001567",18,13
"GC00001560",18,13
"GC00001561",18,13
"GC00001562",18,13
"GC00001563",18,13
"GC00000577_2",18,13
"GC00000372_2",18,13
"GC00000372_1",18,13
"GC00000127_4",18,13
"GC00000127_2",18,13
"GC00000333_2",18,13
"GC00000333_1",18,13
"GC00000001_111",18,13
"GC00000152_6",18,13
"GC00000152_4",18,13
"GC00000232_1",18,13
"GC00000539_5",18,13
"GC00000159_1",18,13
"GC00000159_2",18,13
"GC00000159_3",18,13
"GC00000916",18,13
"GC00000917",18,13
"GC00000914",18,13
"GC00000328_1",18,13
"GC00000913",18,13
"GC00000910",18,13
"GC00000911",18,13
"GC00001719",18,13
"GC00001718",18,13
"GC00001713",18,13
"GC00001712",18,13
"GC00001711",18,13
"GC00001710",18,13
"GC00001717",18,13
"GC00001716",18,13
"GC00001715",18,13
"GC00001714",18,13
"GC00000338_1",18,13
"GC00000338_2",18,13
"GC00000285_1",18,13
"GC00000285_2",18,13
"GC00001977",18,13
"GC00001975",18,13
"GC00001974",18,13
"GC00001973",18,13
"GC00001972",18,13
"GC00001971",18,13
"GC00001970",18,13
"GC00000018_8",18,13
"GC00000018_1",18,13
"GC00000018_3",18,13
"GC00000018_4",18,13
"GC00000018_5",18,13
"GC00000018_7",18,13
"GC00000521_2",18,13
"GC00000050_4",18,13
"GC00000050_5",18,13
"GC00000050_6",18,13
"GC00000050_1",18,13
"GC00000050_3",18,13
"GC00000098_3",18,13
"GC00000615_2",18,13
"GC00000011_3",18,13
"GC00000011_5",18,13
"GC00000011_4",18,13
"GC00000011_7",18,13
"GC00000011_6",18,13
"GC00000245_3",18,13
"GC00000120_r1_1_p2",18,13
"GC00000116_4",18,13
"GC00000116_3",18,13
"GC00000116_2",18,13
"GC00000206_3",18,13
"GC00000206_1",18,13
"GC00001362",18,13
"GC00001363",18,13
"GC00001360",18,13
"GC00001361",18,13
"GC00001366",18,13
"GC00001367",18,13
"GC00001364",18,13
"GC00001365",18,13
"GC00001368",18,13
"GC00001369",18,13
"GC00001506",18,13
"GC00001507",18,13
"GC00001504",18,13
"GC00001505",18,13
"GC00001502",18,13
"GC00001503",18,13
"GC00001500",18,13
"GC00001501",18,13
"GC00001508",18,13
"GC00001509",18,13
"GC00000364_2",18,13
"GC00000364_1",18,13
"GC00000323_1",18,13
"GC00000323_2",18,13
"GC00000453_2",18,13
"GC00000009_18",18,13
"GC00000009_19",18,13
"GC00000009_15",18,13
"GC00000009_16",18,13
"GC00001652",18,13
"GC00001653",18,13
"GC00001650",18,13
"GC00001651",18,13
"GC00001304",18,13
"GC00001654",18,13
"GC00001655",18,13
"GC00000145_4",18,13
"GC00001779",18,13
"GC00001778",18,13
"GC00001775",18,13
"GC00001774",18,13
"GC00001777",18,13
"GC00001776",18,13
"GC00001771",18,13
"GC00001770",18,13
"GC00001773",18,13
"GC00001772",18,13
"GC00000519_2",18,13
"GC00000006_20",18,13
"GC00000006_24",18,13
"GC00000006_27",18,13
"GC00000006_28",18,13
"GC00001198",18,13
"GC00000096_6",18,13
"GC00000096_5",18,13
"GC00001191",18,13
"GC00001190",18,13
"GC00001193",18,13
"GC00001192",18,13
"GC00001195",18,13
"GC00001194",18,13
"GC00001197",18,13
"GC00001196",18,13
"GC00000822",18,13
"GC00000823",18,13
"GC00000820",18,13
"GC00000821",18,13
"GC00000826",18,13
"GC00000827",18,13
"GC00000824",18,13
"GC00000825",18,13
"GC00000828",18,13
"GC00000829",18,13
"GC00001991",18,13
"GC00001990",18,13
"GC00001993",18,13
"GC00001992",18,13
"GC00001995",18,13
"GC00001994",18,13
"GC00001997",18,13
"GC00001996",18,13
"GC00001999",18,13
"GC00001998",18,13
"GC00000299_2",18,13
"GC00000299_1",18,13
"GC00000490_3",18,13
"GC00000053_r1_1_p2_p1",18,13
"GC00000251_3",18,13
"GC00000646",18,13
"GC00000647",18,13
"GC00000644",18,13
"GC00000645",18,13
"GC00000642",18,13
"GC00000643",18,13
"GC00000648",18,13
"GC00000649",18,13
"GC00000292_1",18,13
"GC00000292_2",18,13
"GC00000210_6",18,13
"GC00000407_2",18,13
"GC00000233_3",18,13
"GC00000100_2",18,13
"GC00000100_3",18,13
"GC00000100_1",18,13
"GC00000100_4",18,13
"GC00000031_7",18,13
"GC00000031_5",18,13
"GC00000031_4",18,13
"GC00000031_2",18,13
"GC00000031_1",18,13
"GC00000031_8",18,13
"GC00000108_2",18,13
"GC00000108_3",18,13
"GC00000108_1",18,13
"GC00000108_4",18,13
"GC00001344",18,13
"GC00001697",18,13
"GC00001346",18,13
"GC00001347",18,13
"GC00001340",18,13
"GC00001693",18,13
"GC00001342",18,13
"GC00001343",18,13
"GC00001348",18,13
"GC00001349",18,13
"GC00001698",18,13
"GC00001699",18,13
"GC00000352_1",18,13
"GC00000352_2",18,13
"GC00000194_1",18,13
"GC00000194_3",18,13
"GC00000194_2",18,13
"GC00000392_1",18,13
"GC00000313_1",18,13
"GC00000313_2",18,13
"GC00000392_2",18,13
"GC00001528",18,13
"GC00001529",18,13
"GC00001520",18,13
"GC00001521",18,13
"GC00001522",18,13
"GC00001523",18,13
"GC00001524",18,13
"GC00001525",18,13
"GC00001526",18,13
"GC00001527",18,13
"GC00000172_1",18,13
"GC00000172_3",18,13
"GC00000172_2",18,13
"GC00000395_2",18,13
"GC00000395_1",18,13
"GC00001838",18,13
"GC00001839",18,13
"GC00001832",18,13
"GC00001833",18,13
"GC00001830",18,13
"GC00001831",18,13
"GC00001836",18,13
"GC00001837",18,13
"GC00001834",18,13
"GC00001835",18,13
"GC00000106_1",18,13
"GC00000015_14",18,13
"GC00000106_2",18,13
"GC00000462_2",18,13
"GC00000188_1",18,13
"GC00000151_2",18,13
"GC00000151_3",18,13
"GC00000480_3",18,13
"GC00001730",18,13
"GC00001733",18,13
"GC00001044",18,13
"GC00001735",18,13
"GC00000013_11",18,13
"GC00000013_14",18,13
"GC00001041",18,13
"GC00001757",18,13
"GC00001756",18,13
"GC00001755",18,13
"GC00001754",18,13
"GC00001753",18,13
"GC00001752",18,13
"GC00000587_3",18,13
"GC00001750",18,13
"GC00001759",18,13
"GC00001758",18,13
"GC00000631_2",18,13
"GC00000588_2",18,13
"GC00000804",18,13
"GC00000805",18,13
"GC00000806",18,13
"GC00000807",18,13
"GC00000800",18,13
"GC00000801",18,13
"GC00000803",18,13
"GC00000808",18,13
"GC00000809",18,13
"GC00000639_2",18,13
"GC00000189_3",18,13
"GC00000189_2",18,13
"GC00000189_1",18,13
"GC00001450",18,13
"GC00000261_3",18,13
"GC00000261_1",18,13
"GC00000181_3",18,13
"GC00000181_2",18,13
"GC00000668",18,13
"GC00000669",18,13
"GC00000660",18,13
"GC00000661",18,13
"GC00000662",18,13
"GC00000663",18,13
"GC00000664",18,13
"GC00000665",18,13
"GC00000666",18,13
"GC00000667",18,13
"GC00000269_2",18,13
"GC00000269_1",18,13
"GC00000380_1",18,13
"GC00000380_2",18,13
"GC00000548_2",18,13
"GC00000008_3",18,13
"GC00000008_1",18,13
"GC00000182_1",18,13
"GC00000182_2",18,13
"GC00000182_3",18,13
"GC00000112_3_p2",18,13
"GC00000389_1",18,13
"GC00000389_2",18,13
"GC00001328",18,13
"GC00001329",18,13
"GC00001326",18,13
"GC00001327",18,13
"GC00001324",18,13
"GC00001325",18,13
"GC00001322",18,13
"GC00001323",18,13
"GC00001320",18,13
"GC00001321",18,13
"GC00000348_1",18,13
"GC00000348_2",18,13
"GC00000041_6",18,13
"GC00000041_7",18,13
"GC00000041_4",18,13
"GC00000041_3",18,13
"GC00000474_2",18,13
"GC00000340_1",18,13
"GC00000340_2",18,13
"GC00000168_1",18,13
"GC00000168_2",18,13
"GC00000168_3",18,13
"GC00000434_2",18,13
"GC00001819",18,13
"GC00001814",18,13
"GC00001815",18,13
"GC00001816",18,13
"GC00001817",18,13
"GC00001810",18,13
"GC00001811",18,13
"GC00001812",18,13
"GC00001813",18,13
"GC00000413_2",18,13
"GC00000120_4",18,13
"GC00000161_1",18,13
"GC00000161_3",18,13
"GC00000161_2",18,13
"GC00000083_4",18,13
"GC00000083_5",18,13
"GC00000083_3",18,13
"GC00000306_2",18,13
"GC00000306_1",18,13
"GC00000909",18,13
"GC00000908",18,13
"GC00000904",18,13
"GC00000907",18,13
"GC00000062_4_p1",18,13
"GC00000868",18,13
"GC00000869",18,13
"GC00000866",18,13
"GC00000867",18,13
"GC00000864",18,13
"GC00000865",18,13
"GC00000862",18,13
"GC00000863",18,13
"GC00000860",18,13
"GC00000861",18,13
"GC00000087_5",18,13
"GC00000682",18,13
"GC00000683",18,13
"GC00000680",18,13
"GC00000681",18,13
"GC00000686",18,13
"GC00000687",18,13
"GC00000684",18,13
"GC00000685",18,13
"GC00000688",18,13
"GC00000689",18,13
"GC00000275_1",18,13
"GC00000275_2",18,13
"GC00000576_2",18,13
"GC00000012_6",18,13
"GC00000012_5",18,13
"GC00000012_3",18,13
"GC00000371_1",18,13
"GC00000371_2",18,13
"GC00000009_20",18,13
"GC00000332_2",18,13
"GC00000332_1",18,13
"GC00000055_1",18,13
"GC00000055_3",18,13
"GC00000055_5",18,13
"GC00000055_4",18,13
"GC00000055_6",18,13
"GC00001686",18,13
"GC00001300",18,13
"GC00001301",18,13
"GC00001302",18,13
"GC00001303",18,13
"GC00001656",18,13
"GC00001305",18,13
"GC00001306",18,13
"GC00001307",18,13
"GC00001308",18,13
"GC00001309",18,13
"GC00001658",18,13
"GC00001659",18,13
"GC00000111_4",18,13
"GC00000111_5",18,13
"GC00000111_2",18,13
"GC00001876",18,13
"GC00001877",18,13
"GC00001874",18,13
"GC00001875",18,13
"GC00001872",18,13
"GC00001873",18,13
"GC00001870",18,13
"GC00001871",18,13
"GC00001878",18,13
"GC00001879",18,13
"GC00000403_4",18,13
"GC00001641",18,13
"GC00001640",18,13
"GC00001643",18,13
"GC00001314",18,13
"GC00001312",18,13
"GC00001311",18,13
"GC00001646",18,13
"GC00000158_1",18,13
"GC00000158_3",18,13
"GC00000158_2",18,13
"GC00000569_2",18,13
"GC00000058_4",18,13
"GC00000058_6",18,13
"GC00000058_8",18,13
"GC00000059_10",18,13
"GC00001443",18,13
"GC00000284_1",18,13
"GC00000284_2",18,13
"GC00000848",18,13
"GC00001469",18,13
"GC00001468",18,13
"GC00001461",18,13
"GC00001460",18,13
"GC00001463",18,13
"GC00001462",18,13
"GC00001465",18,13
"GC00001464",18,13
"GC00001467",18,13
"GC00001466",18,13
"GC00000840",18,13
"GC00000841",18,13
"GC00000842",18,13
"GC00000843",18,13
"GC00000844",18,13
"GC00000845",18,13
"GC00000846",18,13
"GC00000847",18,13
"GC00000849",18,13
"GC00000283_2",18,13
"GC00000283_1",18,13
"GC00001445",18,13
"GC00000038_12",18,13
"GC00000047_7",18,13
"GC00000592_3",18,13
"GC00000205_2",18,13
"GC00000205_4",18,13
"GC00000170_1",18,13
"GC00000024_4",18,13
"GC00000024_2",18,13
"GC00000024_8",18,13
"GC00000365_2",18,13
"GC00000365_1",18,13
"GC00000064_7",18,13
"GC00000001_99",18,13
"GC00000001_90",18,13
"GC00000001_91",18,13
"GC00000001_94",18,13
"GC00000001_96",18,13
"GC00000001_97",18,13
"GC00002000",18,13
"GC00000450_2",18,13
"GC00000090_2",18,13
"GC00000090_3",18,13
"GC00000090_4",18,13
"GC00000090_6",18,13
"GC00001674",18,13
"GC00001675",18,13
"GC00001676",18,13
"GC00001677",18,13
"GC00001670",18,13
"GC00001671",18,13
"GC00001672",18,13
"GC00001673",18,13
"GC00000324_2",18,13
"GC00001679",18,13
"GC00000324_1",18,13
"GC00000985",18,13
"GC00000984",18,13
"GC00000987",18,13
"GC00000986",18,13
"GC00000981",18,13
"GC00000980",18,13
"GC00000105_9",18,13
"GC00000982",18,13
"GC00000989",18,13
"GC00001588",18,13
"GC00001589",18,13
"GC00001586",18,13
"GC00001587",18,13
"GC00001584",18,13
"GC00001585",18,13
"GC00001582",18,13
"GC00001583",18,13
"GC00001580",18,13
"GC00001581",18,13
"GC00000391_2",18,13
"GC00000391_1",18,13
"GC00001858",18,13
"GC00001859",18,13
"GC00001850",18,13
"GC00001851",18,13
"GC00001852",18,13
"GC00001853",18,13
"GC00001854",18,13
"GC00001855",18,13
"GC00001856",18,13
"GC00001857",18,13
"GC00000418_3",18,13
"GC00001862",18,13
"GC00000559_3",18,13
"GC00000197_3",18,13
"GC00000197_1",18,13
"GC00000729",18,13
"GC00000728",18,13
"GC00000721",18,13
"GC00000720",18,13
"GC00000723",18,13
"GC00000722",18,13
"GC00000725",18,13
"GC00000724",18,13
"GC00000727",18,13
"GC00000726",18,13
"GC00000518_6",18,13
"GC00000201_2",18,13
"GC00000201_3",18,13
"GC00000063_23",18,13
"GC00000063_24",18,13
"GC00000550_2",18,13
"GC00000097_6",18,13
"GC00000097_5",18,13
"GC00000218_3",18,13
"GC00000218_1",18,13
"GC00000465_2",18,13
"GC00000259_3",18,13
"GC00000259_1",18,13
"GC00001111",18,13
"GC00001442",18,13
"GC00001441",18,13
"GC00001447",18,13
"GC00001446",18,13
"GC00001117",18,13
"GC00001116",18,13
"GC00001119",18,13
"GC00001118",18,13
"GC00001449",18,13
"GC00001448",18,13
"GC00000491_2",18,13
"GC00001786",18,13
"GC00000624_2",18,13
"GC00001787",18,13
"GC00000584_2",18,13
"GC00000293_1",18,13
"GC00000293_2",18,13
"GC00000211_3",18,13
"GC00000211_1",18,13
"GC00000004_35",18,13
"GC00000004_34",18,13
"GC00000004_37",18,13
"GC00000004_31",18,13
"GC00000004_30",18,13
"GC00000004_32",18,13
"GC00000072_5",18,13
"GC00000072_7",18,13
"GC00000355_2",18,13
"GC00000032_3",18,13
"GC00000032_4",18,13
"GC00000032_5",18,13
"GC00000032_6",18,13
"GC00000312_2",18,13
"GC00000001_76",18,13
"GC00000001_75",18,13
"GC00000001_72",18,13
"GC00000001_70",18,13
"GC00000001_71",18,13
"GC00000001_79",18,13
"GC00000175_2",18,13
"GC00000175_3",18,13
"GC00000175_1",18,13
"GC00001618",18,13
"GC00001619",18,13
