"","gfs_full","gfs_reduced"
"GC00000032_2",11,6
"GC00000570",11,6
"GC00000571",11,6
"GC00000279",11,6
"GC00000278",11,6
"GC00000574",11,6
"GC00000575",11,6
"GC00000576",11,6
"GC00000577",11,6
"GC00000578",11,6
"GC00000272",11,6
"GC00000271",11,6
"GC00000270",11,6
"GC00000277",11,6
"GC00000276",11,6
"GC00000275",11,6
"GC00000274",11,6
"GC00000372",11,6
"GC00000373",11,6
"GC00000370",11,6
"GC00000371",11,6
"GC00000376",11,6
"GC00000377",11,6
"GC00000374",11,6
"GC00000375",11,6
"GC00000219",11,6
"GC00000378",11,6
"GC00000379",11,6
"GC00000009_p1",11,6
"GC00000663",11,6
"GC00000383",11,6
"GC00000728",11,6
"GC00000665",11,6
"GC00000831",11,6
"GC00000666",11,6
"GC00000380",11,6
"GC00000701",11,6
"GC00000116",11,6
"GC00000117",11,6
"GC00000114",11,6
"GC00000115",11,6
"GC00000112",11,6
"GC00000113",11,6
"GC00000110",11,6
"GC00000111",11,6
"GC00000237",11,6
"GC00000212",11,6
"GC00000118",11,6
"GC00000119",11,6
"GC00000286",11,6
"GC00000287",11,6
"GC00000284",11,6
"GC00000285",11,6
"GC00000282",11,6
"GC00000283",11,6
"GC00000280",11,6
"GC00000281",11,6
"GC00000035_2",11,6
"GC00000035_1",11,6
"GC00000101",11,6
"GC00000288",11,6
"GC00000289",11,6
"GC00000188",11,6
"GC00000018_1",11,6
"GC00000018_2",11,6
"GC00000018_3",11,6
"GC00000709",11,6
"GC00000273",11,6
"GC00000351",11,6
"GC00000708",11,6
"GC00000352",11,6
"GC00000013_3",11,6
"GC00000013_2",11,6
"GC00000013_1",11,6
"GC00000691",11,6
"GC00000690",11,6
"GC00000693",11,6
"GC00000692",11,6
"GC00000695",11,6
"GC00000694",11,6
"GC00000697",11,6
"GC00000696",11,6
"GC00000699",11,6
"GC00000698",11,6
"GC00000752",11,6
"GC00000753",11,6
"GC00000015_1",11,6
"GC00000755",11,6
"GC00000756",11,6
"GC00000015_2",11,6
"GC00000453",11,6
"GC00000452",11,6
"GC00000598",11,6
"GC00000599",11,6
"GC00000457",11,6
"GC00000456",11,6
"GC00000455",11,6
"GC00000454",11,6
"GC00000592",11,6
"GC00000593",11,6
"GC00000459",11,6
"GC00000591",11,6
"GC00000596",11,6
"GC00000597",11,6
"GC00000594",11,6
"GC00000017_3",11,6
"GC00000017_2",11,6
"GC00000017_1",11,6
"GC00000015_3",11,6
"GC00000757",11,6
"GC00000888",11,6
"GC00000050_1",11,6
"GC00000050_2",11,6
"GC00000320",11,6
"GC_un001_6",11,6
"GC_un001_7",11,6
"GC_un001_4",11,6
"GC00000450",11,6
"GC_un001_2",11,6
"GC_un001_3",11,6
"GC_un001_1",11,6
"GC00000889",11,6
"GC00000021_p2_p2",11,6
"GC_un001_8",11,6
"GC_un001_9",11,6
"GC00000930",11,6
"GC00000931",11,6
"GC00000932",11,6
"GC00000933",11,6
"GC00000628",11,6
"GC00000629",11,6
"GC00000936",11,6
"GC00000937",11,6
"GC00000624",11,6
"GC00000625",11,6
"GC00000626",11,6
"GC00000627",11,6
"GC00000620",11,6
"GC00000621",11,6
"GC00000622",11,6
"GC00000623",11,6
"GC00000011_3",11,6
"GC00000011_2",11,6
"GC00000590",11,6
"GC00000893",11,6
"GC00000236",11,6
"GC00000235",11,6
"GC00000234",11,6
"GC00000233",11,6
"GC00000232",11,6
"GC00000231",11,6
"GC00000339",11,6
"GC00000336",11,6
"GC00000337",11,6
"GC00000334",11,6
"GC00000335",11,6
"GC00000332",11,6
"GC00000333",11,6
"GC00000330",11,6
"GC00000331",11,6
"GC00000400",11,6
"GC00000082_2",11,6
"GC00000401",11,6
"GC00000053_1",11,6
"GC00000073_2",11,6
"GC00000822",11,6
"GC00000403",11,6
"GC00000156",11,6
"GC00000054_2",11,6
"GC00000157",11,6
"GC00000804",11,6
"GC00000805",11,6
"GC00000071_1",11,6
"GC00000807",11,6
"GC00000800",11,6
"GC00000154",11,6
"GC00000802",11,6
"GC00000803",11,6
"GC00000826",11,6
"GC00000407",11,6
"GC00000808",11,6
"GC00000809",11,6
"GC00000056_1",11,6
"GC00000480",11,6
"GC00000481",11,6
"GC00000482",11,6
"GC00000528",11,6
"GC00000484",11,6
"GC00000485",11,6
"GC00000486",11,6
"GC00000487",11,6
"GC00000488",11,6
"GC00000522",11,6
"GC00000521",11,6
"GC00000520",11,6
"GC00000527",11,6
"GC00000526",11,6
"GC00000525",11,6
"GC00000524",11,6
"GC00000242",11,6
"GC00000243",11,6
"GC00000240",11,6
"GC00000241",11,6
"GC00000246",11,6
"GC00000247",11,6
"GC00000244",11,6
"GC00000245",11,6
"GC00000248",11,6
"GC00000249",11,6
"GC00000828",11,6
"GC00000829",11,6
"GC00000079_2",11,6
"GC00000079_1",11,6
"GC00000886",11,6
"GC00000812",11,6
"GC00000077_1",11,6
"GC00000167",11,6
"GC00000077_2",11,6
"GC00000139",11,6
"GC00000609",11,6
"GC00000887",11,6
"GC00000794",11,6
"GC00000795",11,6
"GC00000796",11,6
"GC00000797",11,6
"GC00000790",11,6
"GC00000791",11,6
"GC00000419",11,6
"GC00000418",11,6
"GC00000141",11,6
"GC00000140",11,6
"GC00000143",11,6
"GC00000142",11,6
"GC00000145",11,6
"GC00000412",11,6
"GC00000147",11,6
"GC00000146",11,6
"GC00000798",11,6
"GC00000883",11,6
"GC00000953",11,6
"GC00000880",11,6
"GC00000950",11,6
"GC00000099",11,6
"GC00000098",11,6
"GC00000010_2",11,6
"GC00000415",11,6
"GC00000799",11,6
"GC00000416",11,6
"GC00000881",11,6
"GC00000023_2",11,6
"GC00000023_1",11,6
"GC00000668",11,6
"GC00000669",11,6
"GC00000342",11,6
"GC00000660",11,6
"GC00000661",11,6
"GC00000662",11,6
"GC00000664",11,6
"GC00000025_1",11,6
"GC00000025_2",11,6
"GC00000667",11,6
"GC00000703",11,6
"GC00000702",11,6
"GC00000468",11,6
"GC00000700",11,6
"GC00000707",11,6
"GC00000706",11,6
"GC00000705",11,6
"GC00000704",11,6
"GC00000462",11,6
"GC00000463",11,6
"GC00000460",11,6
"GC00000461",11,6
"GC00000466",11,6
"GC00000467",11,6
"GC00000464",11,6
"GC00000465",11,6
"GC00000758",11,6
"GC_un001_5",11,6
"GC00000053_2",11,6
"GC00000505",11,6
"GC00000506",11,6
"GC00000076_2",11,6
"GC00000759",11,6
"GC00000493",11,6
"GC00000056_2",11,6
"GC00000840",11,6
"GC00000841",11,6
"GC00000842",11,6
"GC00000843",11,6
"GC00000844",11,6
"GC00000845",11,6
"GC00000846",11,6
"GC00000847",11,6
"GC00000848",11,6
"GC00000849",11,6
"GC00000769",11,6
"GC00000567",11,6
"GC00000052_2",11,6
"GC00000565",11,6
"GC00000564",11,6
"GC00000563",11,6
"GC00000562",11,6
"GC00000208",11,6
"GC00000209",11,6
"GC00000206",11,6
"GC00000030_2",11,6
"GC00000005_4",11,6
"GC00000205",11,6
"GC00000202",11,6
"GC00000203",11,6
"GC00000200",11,6
"GC00000201",11,6
"GC00000361",11,6
"GC00000360",11,6
"GC00000363",11,6
"GC00000052_1",11,6
"GC00000365",11,6
"GC00000364",11,6
"GC00000367",11,6
"GC00000366",11,6
"GC00000369",11,6
"GC00000368",11,6
"GC00000551",11,6
"GC00000935",11,6
"GC00000398",11,6
"GC00000399",11,6
"GC00000938",11,6
"GC00000939",11,6
"GC00000410",11,6
"GC00000195",11,6
"GC00000566",11,6
"GC00000907",11,6
"GC00000105",11,6
"GC00000104",11,6
"GC00000510",11,6
"GC00000106",11,6
"GC00000516",11,6
"GC00000517",11,6
"GC00000514",11,6
"GC00000102",11,6
"GC00000518",11,6
"GC00000519",11,6
"GC00000109",11,6
"GC00000108",11,6
"GC00000295",11,6
"GC00000294",11,6
"GC00000297",11,6
"GC00000296",11,6
"GC00000291",11,6
"GC00000290",11,6
"GC00000293",11,6
"GC00000292",11,6
"GC00000026_2",11,6
"GC00000026_1",11,6
"GC00000560",11,6
"GC00000299",11,6
"GC00000298",11,6
"GC00000005_6",11,6
"GC00000198",11,6
"GC00000005_7",11,6
"GC00000196",11,6
"GC00000197",11,6
"GC00000194",11,6
"GC00000028_2",11,6
"GC00000192",11,6
"GC00000204",11,6
"GC00000190",11,6
"GC00000191",11,6
"GC00000055_1",11,6
"GC00000005_5",11,6
"GC00000005_2",11,6
"GC00000513",11,6
"GC00000011_1",11,6
"GC00000055_2",11,6
"GC00000038_2",11,6
"GC00000569",11,6
"GC00000749",11,6
"GC00000748",11,6
"GC00000747",11,6
"GC00000746",11,6
"GC00000745",11,6
"GC00000743",11,6
"GC00000069_1",11,6
"GC00000069_2",11,6
"GC00000650",11,6
"GC00000426",11,6
"GC00000427",11,6
"GC00000750",11,6
"GC00000425",11,6
"GC00000422",11,6
"GC00000653",11,6
"GC00000420",11,6
"GC00000421",11,6
"GC00000581",11,6
"GC00000580",11,6
"GC00000583",11,6
"GC00000582",11,6
"GC00000585",11,6
"GC00000584",11,6
"GC00000428",11,6
"GC00000429",11,6
"GC00000008_3",11,6
"GC00000362",11,6
"GC00000008_5",11,6
"GC00000182",11,6
"GC00000751",11,6
"GC00000710",11,6
"GC00000891",11,6
"GC00000047_2",11,6
"GC00000711",11,6
"GC00000890",11,6
"GC00000003_5",11,6
"GC00000897",11,6
"GC00000896",11,6
"GC00000633",11,6
"GC00000926",11,6
"GC00000925",11,6
"GC00000739",11,6
"GC00000637",11,6
"GC00000922",11,6
"GC00000635",11,6
"GC00000634",11,6
"GC00000732",11,6
"GC00000733",11,6
"GC00000730",11,6
"GC00000638",11,6
"GC00000736",11,6
"GC00000737",11,6
"GC00000929",11,6
"GC00000735",11,6
"GC00000899",11,6
"GC00000765",11,6
"GC00000898",11,6
"GC00000934",11,6
"GC00000764",11,6
"GC00000325",11,6
"GC00000324",11,6
"GC00000327",11,6
"GC00000326",11,6
"GC00000321",11,6
"GC00000066_2",11,6
"GC00000066_1",11,6
"GC00000322",11,6
"GC00000024_1",11,6
"GC00000239",11,6
"GC00000024_2",11,6
"GC00000448",11,6
"GC00000754",11,6
"GC00000238",11,6
"GC00000060_1",11,6
"GC00000060_2",11,6
"GC00000819",11,6
"GC00000818",11,6
"GC00000001_1",11,6
"GC00000813",11,6
"GC00000043_1",11,6
"GC00000043_2",11,6
"GC00000810",11,6
"GC00000817",11,6
"GC00000816",11,6
"GC00000815",11,6
"GC00000814",11,6
"GC00000952",11,6
"GC00000062_2",11,6
"GC00000062_1",11,6
"GC00000951",11,6
"GC00000041_2",11,6
"GC00000041_1",11,6
"GC00000497",11,6
"GC00000496",11,6
"GC00000495",11,6
"GC00000494",11,6
"GC00000049_2",11,6
"GC00000492",11,6
"GC00000491",11,6
"GC00000049_1",11,6
"GC00000556",11,6
"GC00000557",11,6
"GC00000554",11,6
"GC00000555",11,6
"GC00000552",11,6
"GC00000553",11,6
"GC00000499",11,6
"GC00000498",11,6
"GC00000251",11,6
"GC00000250",11,6
"GC00000253",11,6
"GC00000252",11,6
"GC00000255",11,6
"GC00000254",11,6
"GC00000257",11,6
"GC00000256",11,6
"GC00000259",11,6
"GC00000092_p2",11,6
"GC00000392",11,6
"GC00000393",11,6
"GC00000394",11,6
"GC00000395",11,6
"GC00000396",11,6
"GC00000397",11,6
"GC00000181",11,6
"GC00000020_1",11,6
"GC00000731",11,6
"GC00000103",11,6
"GC00000064_1",11,6
"GC00000064_2",11,6
"GC00000022_2",11,6
"GC00000029_1",11,6
"GC00000029_2",11,6
"GC00000788",11,6
"GC00000478",11,6
"GC00000004_1",11,6
"GC00000001_11",11,6
"GC00000783",11,6
"GC00000782",11,6
"GC00000781",11,6
"GC00000780",11,6
"GC00000787",11,6
"GC00000786",11,6
"GC00000785",11,6
"GC00000784",11,6
"GC00000002_5",11,6
"GC00000002_4",11,6
"GC00000002_7",11,6
"GC00000002_6",11,6
"GC00000179",11,6
"GC00000002_2",11,6
"GC00000174",11,6
"GC00000175",11,6
"GC00000176",11,6
"GC00000308",11,6
"GC00000170",11,6
"GC00000002_8",11,6
"GC00000172",11,6
"GC00000173",11,6
"GC00000054_1",11,6
"GC00000178",11,6
"GC00000734",11,6
"GC00000824",11,6
"GC00000856",11,6
"GC00000679",11,6
"GC00000678",11,6
"GC00000677",11,6
"GC00000676",11,6
"GC00000090_2",11,6
"GC00000674",11,6
"GC00000673",11,6
"GC00000672",11,6
"GC00000671",11,6
"GC00000670",11,6
"GC00000776",11,6
"GC00000777",11,6
"GC00000774",11,6
"GC00000775",11,6
"GC00000772",11,6
"GC00000096_p2",11,6
"GC00000770",11,6
"GC00000071_2",11,6
"GC00000789",11,6
"GC00000470",11,6
"GC00000473",11,6
"GC00000472",11,6
"GC00000475",11,6
"GC00000806",11,6
"GC00000778",11,6
"GC00000476",11,6
"GC00000006_1",11,6
"GC00000006_3",11,6
"GC00000006_2",11,6
"GC00000006_4",11,6
"GC00000490",11,6
"GC00000094_2",11,6
"GC00000801",11,6
"GC00000068_1",11,6
"GC00000068_2",11,6
"GC00000857",11,6
"GC00000512",11,6
"GC00000608",11,6
"GC00000854",11,6
"GC00000853",11,6
"GC00000852",11,6
"GC00000851",11,6
"GC00000919",11,6
"GC00000602",11,6
"GC00000603",11,6
"GC00000914",11,6
"GC00000601",11,6
"GC00000606",11,6
"GC00000107",11,6
"GC00000910",11,6
"GC00000911",11,6
"GC00000511",11,6
"GC00000328",11,6
"GC00000100",11,6
"GC00000630",11,6
"GC00000046_1",11,6
"GC00000078_p2",11,6
"GC00000078_p1",11,6
"GC00000046_2",11,6
"GC00000215",11,6
"GC00000214",11,6
"GC00000217",11,6
"GC00000216",11,6
"GC00000211",11,6
"GC00000210",11,6
"GC00000213",11,6
"GC00000451",11,6
"GC00000354",11,6
"GC00000355",11,6
"GC00000356",11,6
"GC00000357",11,6
"GC00000350",11,6
"GC00000083_1",11,6
"GC00000083_2",11,6
"GC00000353",11,6
"GC00000044_2",11,6
"GC00000044_1",11,6
"GC00000358",11,6
"GC00000359",11,6
"GC00000558",11,6
"GC00000894",11,6
"GC00000833",11,6
"GC00000329",11,6
"GC00000001_2",11,6
"GC00000523",11,6
"GC00000820",11,6
"GC00000821",11,6
"GC00000001_6",11,6
"GC00000827",11,6
"GC00000001_4",11,6
"GC00000001_5",11,6
"GC00000001_8",11,6
"GC00000001_9",11,6
"GC00000559",11,6
"GC00000048_2",11,6
"GC00000048_1",11,6
"GC00000832",11,6
"GC00000138",11,6
"GC00000065_1",11,6
"GC00000065_2",11,6
"GC00000825",11,6
"GC00000618",11,6
"GC00000131",11,6
"GC00000133",11,6
"GC00000134",11,6
"GC00000135",11,6
"GC00000136",11,6
"GC00000137",11,6
"GC00000501",11,6
"GC00000500",11,6
"GC00000503",11,6
"GC00000502",11,6
"GC00000067_2",11,6
"GC00000504",11,6
"GC00000507",11,6
"GC00000067_1",11,6
"GC00000509",11,6
"GC00000508",11,6
"GC00000042_1",11,6
"GC00000042_2",11,6
"GC00000061_1",11,6
"GC00000061_2",11,6
"GC00000047_1",11,6
"GC00000905",11,6
"GC00000189",11,6
"GC00000040_2",11,6
"GC00000040_1",11,6
"GC00000904",11,6
"GC00000063_2",11,6
"GC00000184",11,6
"GC00000187",11,6
"GC00000063_1",11,6
"GC00000180",11,6
"GC00000183",11,6
"GC00000906",11,6
"GC00000058_2",11,6
"GC00000186",11,6
"GC00000901",11,6
"GC00000572",11,6
"GC00000900",11,6
"GC00000617",11,6
"GC00000616",11,6
"GC00000435",11,6
"GC00000434",11,6
"GC00000437",11,6
"GC00000436",11,6
"GC00000431",11,6
"GC00000430",11,6
"GC00000433",11,6
"GC00000432",11,6
"GC00000439",11,6
"GC00000388",11,6
"GC00000072_1",11,6
"GC00000579",11,6
"GC00000262",11,6
"GC00000729",11,6
"GC00000600",11,6
"GC00000469",11,6
"GC00000199",11,6
"GC00000007_3",11,6
"GC00000039_2",11,6
"GC00000028_1",11,6
"GC00000561",11,6
"GC00000039_1",11,6
"GC00000007_1",11,6
"GC00000001_7",11,6
"GC00000007_2",11,6
"GC00000230",11,6
"GC00000646",11,6
"GC00000647",11,6
"GC00000644",11,6
"GC00000645",11,6
"GC00000642",11,6
"GC00000643",11,6
"GC00000641",11,6
"GC00000721",11,6
"GC00000720",11,6
"GC00000723",11,6
"GC00000722",11,6
"GC00000725",11,6
"GC00000001_3",11,6
"GC00000648",11,6
"GC00000193",11,6
"GC00000649",11,6
"GC00000411",11,6
"GC00000917",11,6
"GC00000310",11,6
"GC00000924",11,6
"GC00000312",11,6
"GC00000313",11,6
"GC00000314",11,6
"GC00000315",11,6
"GC00000177",11,6
"GC00000317",11,6
"GC00000318",11,6
"GC00000319",11,6
"GC00000884",11,6
"GC00000323",11,6
"GC00000349",11,6
"GC00000550",11,6
"GC00000724",11,6
"GC00000632",11,6
"GC00000088_2",11,6
"GC00000458",11,6
"GC00000258",11,6
"GC00000866",11,6
"GC00000864",11,6
"GC00000865",11,6
"GC00000862",11,6
"GC00000863",11,6
"GC00000860",11,6
"GC00000861",11,6
"GC00000941",11,6
"GC00000940",11,6
"GC00000943",11,6
"GC00000942",11,6
"GC00000944",11,6
"GC00000947",11,6
"GC00000095_2",11,6
"GC00000949",11,6
"GC00000948",11,6
"GC00000477",11,6
"GC00000915",11,6
"GC00000084_2",11,6
"GC00000084_1",11,6
"GC00000034_1",11,6
"GC00000001_10",11,6
"GC00000479",11,6
"GC00000001_13",11,6
"GC00000001_14",11,6
"GC00000001_15",11,6
"GC00000001_16",11,6
"GC00000001_17",11,6
"GC00000001_18",11,6
"GC00000001_19",11,6
"GC00000547",11,6
"GC00000546",11,6
"GC00000338",11,6
"GC00000540",11,6
"GC00000543",11,6
"GC00000542",11,6
"GC00000264",11,6
"GC00000265",11,6
"GC00000266",11,6
"GC00000267",11,6
"GC00000260",11,6
"GC00000261",11,6
"GC00000389",11,6
"GC00000263",11,6
"GC00000387",11,6
"GC00000386",11,6
"GC00000385",11,6
"GC00000921",11,6
"GC00000268",11,6
"GC00000269",11,6
"GC00000381",11,6
"GC00000773",11,6
"GC00000382",11,6
"GC00000076_1",11,6
"GC00000771",11,6
"GC00000037_2",11,6
"GC00000471",11,6
"GC00000892",11,6
"GC00000913",11,6
"GC00000920",11,6
"GC00000075_1",11,6
"GC00000402",11,6
"GC00000612",11,6
"GC00000927",11,6
"GC00000718",11,6
"GC00000031_2",11,6
"GC00000031_1",11,6
"GC00000311",11,6
"GC00000097_2",11,6
"GC00000082_1",11,6
"GC00000075_2",11,6
"GC00000474",11,6
"GC00000163",11,6
"GC00000162",11,6
"GC00000161",11,6
"GC00000160",11,6
"GC00000037_1",11,6
"GC00000166",11,6
"GC00000165",11,6
"GC00000164",11,6
"GC00000169",11,6
"GC00000168",11,6
"GC00000001_24",11,6
"GC00000080_2",11,6
"GC00000080_1",11,6
"GC00000744",11,6
"GC00000316",11,6
"GC00000045_2",11,6
"GC00000631",11,6
"GC00000945",11,6
"GC00000207",11,6
"GC00000742",11,6
"GC00000604",11,6
"GC00000483",11,6
"GC00000027_1",11,6
"GC00000607",11,6
"GC00000741",11,6
"GC00000740",11,6
"GC00000727",11,6
"GC00000589",11,6
"GC00000144",11,6
"GC00000087_p1",11,6
"GC00000228",11,6
"GC00000424",11,6
"GC00000027_2",11,6
"GC00000682",11,6
"GC00000683",11,6
"GC00000680",11,6
"GC00000681",11,6
"GC00000686",11,6
"GC00000687",11,6
"GC00000684",11,6
"GC00000685",11,6
"GC00000688",11,6
"GC00000689",11,6
"GC00000423",11,6
"GC00000149",11,6
"GC00000568",11,6
"GC00000766",11,6
"GC00000761",11,6
"GC00000763",11,6
"GC00000148",11,6
"GC00000444",11,6
"GC00000445",11,6
"GC00000446",11,6
"GC00000447",11,6
"GC00000440",11,6
"GC00000441",11,6
"GC00000442",11,6
"GC00000443",11,6
"GC00000033_1",11,6
"GC00000033_2",11,6
"GC00000091_2",11,6
"GC00000767",11,6
"GC00000792",11,6
"GC00000384",11,6
"GC00000895",11,6
"GC00000793",11,6
"GC00000058_1",11,6
"GC00000185",11,6
"GC00000417",11,6
"GC00000529",11,6
"GC00000587",11,6
"GC00000038_1",11,6
"GC00000586",11,6
"GC00000619",11,6
"GC00000034_2",11,6
"GC00000414",11,6
"GC00000909",11,6
"GC00000908",11,6
"GC00000830",11,6
"GC00000611",11,6
"GC00000610",11,6
"GC00000613",11,6
"GC00000615",11,6
"GC00000614",11,6
"GC00000903",11,6
"GC00000902",11,6
"GC00000171",11,6
"GC00000768",11,6
"GC00000220",11,6
"GC00000221",11,6
"GC00000222",11,6
"GC00000223",11,6
"GC00000224",11,6
"GC00000225",11,6
"GC00000226",11,6
"GC00000227",11,6
"GC00000343",11,6
"GC00000885",11,6
"GC00000341",11,6
"GC00000340",11,6
"GC00000347",11,6
"GC00000346",11,6
"GC00000345",11,6
"GC00000344",11,6
"GC00000413",11,6
"GC00000760",11,6
"GC00000007_4",11,6
"GC00000515",11,6
"GC00000229",11,6
"GC00000868",11,6
"GC00000489",11,6
"GC00000928",11,6
"GC00000869",11,6
"GC00000823",11,6
"GC00000019_3",11,6
"GC00000019_2",11,6
"GC00000835",11,6
"GC00000834",11,6
"GC00000837",11,6
"GC00000836",11,6
"GC00000839",11,6
"GC00000838",11,6
"GC00000008_6",11,6
"GC00000093_2",11,6
"GC00000089",11,6
"GC00000004_2_p2_p1",11,6
"GC00000085",11,6
"GC00000086",11,6
"GC00000004_2_p1",11,6
"GC00000020_2",11,6
"GC00000081",11,6
"GC00000009_p2",11,6
"GC00000021_p2_p1",10,5
"GC00000073_3",10,6
"GC00000963",10,5
"GC00000962",10,6
"GC00000961",10,5
"GC00000960",10,5
"GC00000957",10,6
"GC00000954",10,5
"GC00000955",10,6
"GC00000958",10,5
"GC00000959",10,5
"GC00000002_3",10,5
"GC00000001_12",10,5
"GC00000021_p1",10,5
"GC00000019_1",10,5
"GC00000130",10,5
"GC00000001_21",9,5
"GC00000003_10",9,5
"GC00000003_11",9,6
"GC00000974",9,5
"GC00000975",9,5
"GC00000976",9,5
"GC00000977",9,5
"GC00000970",9,5
"GC00000971",9,4
"GC00000973",9,5
"GC00000978",9,5
"GC00000979",9,5
"GC00000004_2_p2_p2_p1",9,5
"GC00000588_2",9,5
"GC00000969",9,4
"GC00000968",9,5
"GC00000990",9,4
"GC00000991",9,4
"GC00000967",9,4
"GC00000965",9,5
"GC00000964",9,4
"GC00000005_3",9,5
"GC00000003_9",9,5
"GC00000003_4",9,5
"GC00000438_p2",9,4
"GC00000956_2",9,5
"GC00000985",9,4
"GC00000984",9,4
"GC00000981",9,5
"GC00000983",9,4
"GC00000982",9,4
"GC00000989",9,4
"GC00000988",9,5
"GC00000573_2",9,5
"GC00000088_1",9,5
"GC00000980",9,5
"GC00000004_2_p2_p2_p2",9,5
"GC00000003_8",9,5
"GC00001014",8,4
"GC00001015",8,4
"GC00001016",8,4
"GC00001010",8,4
"GC00001011",8,4
"GC00001012",8,4
"GC00001013",8,4
"GC00000996",8,4
"GC00000997",8,4
"GC00000994",8,4
"GC00000995",8,4
"GC00000992",8,4
"GC00000993",8,4
"GC00000998",8,4
"GC00000999",8,3
"GC00001008",8,4
"GC00001003",8,4
"GC00001002",8,4
"GC00001001",8,4
"GC00001000",8,4
"GC00001007",8,4
"GC00001006",8,4
"GC00001005",8,4
"GC00001004",8,4
"GC00000091_1",8,4
"GC00000090_1",8,4
"GC00000092_p1",8,4
"GC00000966",8,4
"GC00000087_p2",8,5
"GC00000987",8,5
"GC00001025",7,3
"GC00001017",7,3
"GC00001018",7,3
"GC00001019",7,3
"GC00000003_7",7,3
"GC00000986_2",7,3
"GC00000972_2",7,3
"GC00001021",7,3
"GC00001020",7,3
"GC00001023",7,3
"GC00001022",7,3
"GC00001024",7,3
"GC00001026",7,2
"GC00000218_2",7,5
"GC00000022_3",7,4
"GC00000008_2",6,5
"GC00001027",6,3
"GC00001028",6,2
"GC00001033",5,2
"GC00001030",5,2
"GC00001031",5,2
"GC00001009_2",5,2
"GC00001029",5,4
"GC00001032_2",4,1
"GC00001034",4,3
"GC00001035",4,3
"GC00001038",4,3
"GC00000218_1",4,1
"GC00001044",3,2
"GC00001043",3,2
"GC00001041",3,2
"GC00001040",3,2
"GC00000003_3",3,1
"GC00001039_2",2,2
"GC00001037_1",2,2
"GC00001071",2,1
"GC00001050",2,2
"GC00001051",2,2
"GC00001052",2,2
"GC00001053",2,2
"GC00001054",2,2
"GC00001055",2,2
"GC00001056",2,2
"GC00001057",2,2
"GC00001058",2,2
"GC00001059",2,2
"GC00000588_1",2,1
"GC00000005_1",2,1
"GC00000008_4",2,1
"GC00001047",2,1
"GC00001046",2,2
"GC00001045",2,1
"GC00001049",2,2
"GC00001048",2,2
"GC00001037_2",2,2
"GC00000438_p1",2,1
"GC00001072",2,1
"GC00000972_1",2,2
"GC00000573_1",2,1
"GC00000093_1",2,1
"GC00000095_1",2,2
"GC00000096_p1",2,1
