"","gfs_full","gfs_reduced"
"GC00001042_2",2,1
"GC00001070",2,1
"GC00001069",2,1
"GC00001068",2,1
"GC00001065",2,1
"GC00001064",2,1
"GC00001067",2,1
"GC00001066",2,1
"GC00001061",2,2
"GC00001060",2,2
"GC00001063",2,2
"GC00001062",2,2
"GC00000986_1",2,2
"GC00001009_1",2,2
"GC00000094_1",2,2
"GC00001036",2,2
"GC00001039_1",1,1
"GC00001083",1,1
"GC00001082",1,1
"GC00001081",1,1
"GC00001087",1,1
"GC00001086",1,1
"GC00001085",1,1
"GC00001084",1,1
"GC00001089",1,1
"GC00001088",1,1
"GC00000073_1",1,0
"GC00001032_1",1,0
"GC00001042_1",1,1
"GC00000003_6",1,1
"GC00000003_1",1,0
"GC00000003_2",1,1
"GC00000008_1",1,0
"GC00000022_1",1,1
"GC00001091",1,1
"GC00000002_1",1,1
"GC00001080",1,1
"GC00000956_1",1,1
"GC00001100",1,1
"GC00001101",1,1
"GC00001107",1,1
"GC00001108",1,1
"GC00001109",1,1
"GC00001078",1,1
"GC00001079",1,1
"GC00001076",1,1
"GC00001077",1,1
"GC00001074",1,1
"GC00001075",1,1
"GC00001073",1,1
"GC00001098",1,1
"GC00001099",1,1
"GC00001094",1,1
"GC00001096",1,1
"GC00001097",1,1
"GC00001090",1,1
"GC00001092",1,1
"GC00001093",1,1
"GC00000097_1",1,1
"GC00001095",1,1
"GC00001102",1,1
"GC00001103",1,1
"GC00001104",1,1
"GC00001106",1,0
"GC00001105",1,1
