gene_conversion_rate_large,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9
4.0,6.660151481628418,7.9230873584747314,8.077675104141235,8.085837841033936,8.211019039154053,9.195689678192139,9.196421146392822,9.280182123184204,9.581246137619019,9.609062671661377
5.0,8.236488342285156,9.55084490776062,10.163450717926025,10.427184104919434,11.843982458114624,12.264352798461914,12.554356336593628,12.659007549285889,12.742517709732056,13.013159990310669
9.0,21.216224193572998,22.779914617538452,24.109473943710327,25.114039421081543,25.85634994506836,27.35203742980957,27.925959825515747,29.00113344192505,30.360706329345703,30.572292804718018
5.2,9.861255407333374,10.828901052474976,11.172748565673828,11.776710033416748,12.906506538391113,13.524808168411255,13.680744886398315,13.713040828704834,14.655592918395996,15.50356912612915
9.200000000000001,25.000518083572388,26.380558013916016,26.75817370414734,28.394818544387817,30.111365795135498,31.437121391296387,31.690749168395996,32.195379972457886,32.83284521102905,34.01289463043213
1.8,2.1476669311523438,2.2899341583251953,2.436751365661621,2.7383859157562256,2.7476308345794678,3.023733615875244,3.118542194366455,3.144463300704956,3.270899534225464,3.3311636447906494
7.800000000000001,18.172683000564575,19.67866587638855,19.87287664413452,22.041585683822632,22.85837435722351,23.26986336708069,23.61567187309265,25.190549850463867,26.132473945617676,26.53466534614563
2.8000000000000003,4.52043890953064,4.703312635421753,4.871114730834961,4.905293703079224,5.290462255477905,5.85172176361084,5.930001258850098,6.1389031410217285,6.29171347618103,6.321874141693115
3.4000000000000004,5.440176010131836,5.946623802185059,6.066284894943237,6.650282859802246,6.89954948425293,7.3366618156433105,7.346200227737427,7.883073806762695,7.998518466949463,8.092017889022827
1.4000000000000001,1.0801382064819336,1.5538179874420166,1.718240737915039,1.8181548118591309,1.82529616355896,2.0204946994781494,2.119702100753784,2.409487724304199,2.499087333679199,2.7303614616394043
3.8000000000000003,6.949100732803345,7.433071136474609,7.904880046844482,8.0735604763031,8.148152112960815,8.249164342880249,8.779914140701294,9.228355407714844,9.28044605255127,9.817732095718384
7.6000000000000005,18.569555521011353,19.4892361164093,19.835413455963135,20.833393335342407,23.549052953720093,25.12849450111389,25.602807760238647,26.736823558807373,27.042484283447266,27.14137864112854
7.4,18.608691453933716,18.683155059814453,21.1130690574646,22.146387577056885,24.849462270736694,25.056824445724487,25.664011001586914,25.95521330833435,26.56696629524231,26.785314559936523
1.2000000000000002,0.9563519954681396,1.2670836448669434,1.2726538181304932,1.3477270603179932,1.5025811195373535,1.7258274555206299,1.7588608264923096,1.7918682098388672,1.8236396312713623,1.8533790111541748
6.2,14.386382579803467,14.442893505096436,15.664034366607666,16.730069398880005,16.7493417263031,16.863847970962524,17.90870690345764,18.47161102294922,18.75087809562683,19.071043252944946
2.4000000000000004,2.708433151245117,3.4520084857940674,3.574363946914673,3.7265071868896484,3.888862371444702,4.1103997230529785,4.471943616867065,4.6910014152526855,4.768491506576538,5.006757736206055
2.0,2.558486223220825,2.58025860786438,2.827751874923706,3.0304439067840576,3.0875043869018555,3.135390520095825,3.221330404281616,3.3559608459472656,3.565495252609253,3.5849452018737793
4.4,7.802111864089966,8.533236980438232,9.412137508392334,9.535120487213135,9.68037486076355,9.713499069213867,11.13142466545105,11.370290994644165,11.605839729309082,11.662339925765991
8.0,19.448790550231934,20.99759316444397,23.139119148254395,23.519506216049194,23.829986572265625,26.4269597530365,26.989323616027832,27.24628734588623,28.263349056243896,29.070125579833984
3.2,5.152845621109009,5.69474196434021,5.7404375076293945,6.325982570648193,6.503683805465698,6.58748197555542,6.942556858062744,6.967056035995483,6.982051610946655,7.357216835021973
0.4,0.2032318115234375,0.33566975593566895,0.33773303031921387,0.3623199462890625,0.43560051918029785,0.44879984855651855,0.48464441299438477,0.5106592178344727,0.5509598255157471,0.6072912216186523
6.6000000000000005,16.68444061279297,17.362290859222412,17.3674099445343,18.55729079246521,18.863638401031494,19.74251627922058,20.597310304641724,20.790759086608887,20.90856671333313,21.689868688583374
0.8,0.6809101104736328,0.8555898666381836,0.8882982730865479,0.929896354675293,0.9352784156799316,1.0807874202728271,1.0972692966461182,1.1220567226409912,1.1396071910858154,1.2628629207611084
5.800000000000001,12.151391744613647,12.715333461761475,12.833993434906006,13.27701711654663,13.996340036392212,14.477031946182251,16.120506525039673,16.578734874725342,16.8637535572052,17.06359839439392
6.800000000000001,15.01509428024292,16.44399905204773,16.993363857269287,18.187911987304688,18.59782075881958,21.43220543861389,21.520722150802612,22.206212759017944,22.474088191986084,22.583085536956787
4.2,7.869092702865601,7.919646978378296,8.10757565498352,8.518547534942627,8.55681037902832,9.788439512252808,10.02906847000122,10.162580251693726,10.3329496383667,10.975356101989746
8.200000000000001,21.692358016967773,23.251480102539062,23.622146129608154,23.87022876739502,23.960204124450684,27.254169464111328,27.67400074005127,28.020304203033447,28.947784423828125,29.03999161720276
2.2,3.1411867141723633,3.147541046142578,3.335170269012451,3.6589457988739014,3.908964157104492,3.929015636444092,3.9292383193969727,3.9501841068267822,3.983901023864746,4.131121635437012
5.4,9.657824277877808,10.592326402664185,10.956045150756836,11.43871259689331,14.013611078262329,14.087358713150024,14.787943363189697,14.91970181465149,15.691615343093872,15.771883487701416
7.0,15.974897384643555,17.06732749938965,18.534985780715942,19.59860062599182,20.24368166923523,21.214172840118408,22.122918128967285,23.13769292831421,23.674076080322266,24.04799246788025
8.4,21.7794029712677,22.28391742706299,24.05862855911255,24.896172046661377,25.276850938796997,27.6451895236969,28.11522340774536,28.553220748901367,29.832366228103638,30.600544929504395
0.2,0.10742449760437012,0.13727498054504395,0.15016961097717285,0.15267634391784668,0.183701753616333,0.18799448013305664,0.19232797622680664,0.20247578620910645,0.21457934379577637,0.2228858470916748
7.2,18.24895739555359,18.584288358688354,19.255955696105957,19.528607606887817,19.70755362510681,19.936212301254272,21.372143268585205,21.799451112747192,21.820979595184326,22.07351779937744
1.6,1.6189196109771729,1.7498931884765625,2.2498109340667725,2.392057418823242,2.505941390991211,2.6270363330841064,2.679582118988037,2.8818278312683105,2.892314910888672,3.3005430698394775
6.4,13.55808138847351,15.179008960723877,15.261523723602295,16.729243755340576,17.227688312530518,18.24215841293335,18.61388087272644,19.212575435638428,19.557114839553833,20.510900497436523
4.800000000000001,7.745171308517456,8.215362310409546,9.36711573600769,10.720288753509521,10.937236070632935,11.063178777694702,11.16436767578125,12.196906328201294,12.36642837524414,12.432604312896729
3.6,5.776554346084595,5.867307186126709,6.719289779663086,7.386101007461548,7.668205738067627,7.756633996963501,8.336395263671875,8.418260335922241,8.577017784118652,8.677299737930298
9.8,24.006925344467163,25.212966680526733,27.236660718917847,27.62248682975769,30.92878007888794,32.62585496902466,32.63220500946045,34.75402522087097,36.394599199295044,36.4159038066864
3.0,4.189044713973999,4.927002429962158,5.15676474571228,5.390169382095337,5.5639472007751465,5.789257287979126,5.852033615112305,5.964920282363892,6.207448959350586,6.356295824050903
9.600000000000001,24.256473302841187,27.13949465751648,27.555229663848877,28.69715929031372,29.132850170135498,31.377476692199707,33.58330726623535,33.993311166763306,34.3342080116272,34.559025287628174
1.0,0.9274883270263672,1.0846803188323975,1.1517069339752197,1.1704301834106445,1.3331704139709473,1.3566794395446777,1.5167860984802246,1.5344562530517578,1.6597175598144531,1.7261765003204346
5.6000000000000005,12.14364767074585,12.752293586730957,13.256518602371216,13.903346538543701,15.232018232345581,15.60069465637207,15.61771559715271,15.807700395584106,15.934011936187744,16.094701290130615
9.4,26.951640605926514,28.295236825942993,28.64937996864319,29.138951063156128,33.04721736907959,33.290218114852905,34.23081421852112,34.98858952522278,35.48376989364624,36.236313581466675
8.8,23.88017463684082,23.984166383743286,25.967703819274902,26.819572925567627,27.294505834579468,27.855740308761597,27.925483226776123,28.743263959884644,29.325994968414307,29.808831214904785
2.6,2.806205987930298,3.6820192337036133,4.117196083068848,4.19609260559082,4.292293310165405,4.590026617050171,4.625513553619385,4.743690729141235,4.784705400466919,5.074512720108032
4.6000000000000005,9.01309847831726,9.146538972854614,9.485635042190552,10.026491165161133,11.095030307769775,11.137993812561035,11.428423404693604,12.029997825622559,12.066674709320068,12.182935953140259
8.6,23.151549339294434,24.308396100997925,26.166480779647827,26.32374596595764,28.124300479888916,28.513991355895996,28.75318694114685,30.51803493499756,30.904367685317993,31.6165132522583
6.0,14.990221738815308,15.728814601898193,15.807117462158203,15.885901927947998,17.373951196670532,17.399286031723022,18.815542936325073,18.982959270477295,19.383216619491577,19.8658549785614
0.6000000000000001,0.44643330574035645,0.5121371746063232,0.6102828979492188,0.6476738452911377,0.690535306930542,0.7848999500274658,0.82497239112854,0.8346195220947266,0.9091796875,0.9333405494689941
0.0,0.022541284561157227,0.02375197410583496,0.02393054962158203,0.024940013885498047,0.026247501373291016,0.025966644287109375,0.029105424880981445,0.02912735939025879,0.0291292667388916,0.030690908432006836
