hgt_rate,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99
0.0,0.026001453399658203,0.008999109268188477,0.017000198364257812,0.010003328323364258,0.008003950119018555,0.020005464553833008,0.023005008697509766,0.007998228073120117,0.007001161575317383,0.00899815559387207,0.013505697250366211,0.02651357650756836,0.0075092315673828125,0.009509086608886719,0.02350926399230957,0.017508745193481445,0.00900411605834961,0.015509605407714844,0.010000467300415039,0.008998632431030273,0.008001565933227539,0.02151012420654297,0.011001110076904297,0.011001110076904297,0.012999773025512695,0.008002042770385742,0.011002540588378906,0.014000892639160156,0.010999441146850586,0.009000301361083984,0.012999296188354492,0.012999296188354492,0.010998964309692383,0.009998559951782227,0.009999990463256836,0.00799870491027832,0.023999452590942383,0.012999534606933594,0.025000572204589844,0.009000539779663086,0.017000436782836914,0.010000467300415039,0.009001493453979492,0.008001327514648438,0.013001441955566406,0.009000778198242188,0.009002447128295898,0.009002447128295898,0.008008718490600586,0.011002302169799805,0.01000213623046875,0.01600933074951172,0.015001296997070312,0.006998777389526367,0.020001888275146484,0.009002208709716797,0.012999773025512695,0.009001970291137695,0.007997512817382812,0.008001327514648438,0.008995771408081055,0.009000301361083984,0.009000301361083984,0.009999752044677734,0.008002281188964844,0.011004209518432617,0.01500391960144043,0.010003805160522461,0.013999700546264648,0.01700282096862793,0.010002851486206055,0.009000539779663086,0.007998943328857422,0.009995460510253906,0.014004707336425781,0.015003442764282227,0.020005464553833008,0.01800537109375,0.010000944137573242,0.015008926391601562,0.01200246810913086,0.014003992080688477,0.013007164001464844,0.01800394058227539,0.009999513626098633,0.008505105972290039,0.012507200241088867,0.013505220413208008,0.0075113773345947266,0.010512590408325195,0.014513969421386719,0.010514259338378906,0.013513326644897461,0.01251363754272461,0.010512828826904297,0.007999897003173828,0.010007381439208984,0.01200556755065918,0.013006448745727539,0.009999275207519531
0.0001,0.446075439453125,0.6443796157836914,0.621380090713501,0.6888892650604248,0.6958892345428467,0.7534084320068359,0.7599010467529297,0.8234114646911621,0.8809218406677246,1.1019649505615234,0.7368955612182617,0.5505938529968262,0.5571014881134033,0.5890662670135498,0.5370550155639648,0.6650726795196533,0.6080677509307861,0.6130707263946533,0.7601068019866943,0.5890753269195557,0.42324328422546387,0.6102437973022461,0.43676209449768066,0.6032440662384033,0.657752513885498,0.6749870777130127,0.658466100692749,0.8570172786712646,0.6219639778137207,0.9935357570648193,0.7268173694610596,0.6752960681915283,0.7323205471038818,0.7398154735565186,0.8033366203308105,0.5501201152801514,0.3935871124267578,0.6161317825317383,0.6181292533874512,0.7781622409820557,0.6626458168029785,0.8941829204559326,0.6806573867797852,0.5346055030822754,0.6766486167907715,0.7355306148529053,0.5622186660766602,0.5812218189239502,0.6827397346496582,0.7322516441345215,0.283036470413208,0.7397234439849854,0.7522389888763428,0.8222510814666748,0.6043202877044678,0.7352352142333984,0.5505831241607666,0.828237771987915,0.5155785083770752,0.6861016750335693,0.4450671672821045,0.5600917339324951,0.6516220569610596,0.5471112728118896,0.6646275520324707,0.565117359161377,0.7186341285705566,0.7884163856506348,0.6929082870483398,0.9234631061553955,0.655909538269043,0.6023972034454346,0.5803952217102051,0.6173958778381348,0.7729072570800781,0.6496291160583496,0.7309038639068604,0.6877856254577637,0.8705763816833496,0.6262679100036621,0.32279109954833984,0.3412766456604004,0.5363016128540039,0.7293531894683838,0.7383518218994141,0.6453857421875,0.5874080657958984,0.3716621398925781,0.5692691802978516,0.6307899951934814,0.6697902679443359,0.5767054557800293,0.6217060089111328,0.6642184257507324,0.6532108783721924,0.6786468029022217,0.4975929260253906,0.4400489330291748,0.5580792427062988,0.5395619869232178
0.0002,0.6496627330780029,0.678666353225708,0.6876676082611084,0.7356734275817871,0.7891829013824463,0.7911813259124756,0.8021807670593262,0.8817048072814941,0.9277184009552002,1.070035457611084,0.6024072170257568,0.5238919258117676,0.6519267559051514,0.6454243659973145,0.5353996753692627,0.6064136028289795,0.8334519863128662,0.7121999263763428,0.8877217769622803,0.6803886890411377,0.6263980865478516,0.6232242584228516,0.810758113861084,0.7737531661987305,0.6329691410064697,0.6669657230377197,0.7277460098266602,0.8417494297027588,0.8207488059997559,0.5886919498443604,0.549013614654541,0.7168824672698975,0.5865230560302734,0.7520465850830078,0.520014762878418,0.6205313205718994,0.7330403327941895,0.594520092010498,0.6022806167602539,0.793555736541748,0.5571010112762451,0.5831050872802734,0.5305938720703125,0.5701034069061279,0.641627311706543,0.7651572227478027,0.6706421375274658,0.7417380809783936,0.4931833744049072,0.8027420043945312,0.769991397857666,0.5284993648529053,0.7515466213226318,0.37439990043640137,0.7400617599487305,0.6290221214294434,0.5640077590942383,0.6114420890808105,0.5864293575286865,0.7605397701263428,0.6236743927001953,0.7391397953033447,0.6460926532745361,0.6240983009338379,0.6836099624633789,0.7731332778930664,0.626096248626709,0.5360832214355469,0.5840935707092285,0.696601390838623,0.5540866851806641,0.6143388748168945,0.643347978591919,0.6988670825958252,0.7383849620819092,0.6493520736694336,0.838789701461792,0.6807591915130615,0.8618040084838867,0.7867798805236816,0.8112940788269043,0.595029354095459,0.598031759262085,0.620032548904419,0.6057357788085938,0.7846710681915283,0.6782519817352295,0.6337246894836426,0.7666616439819336,0.5457181930541992,0.5181992053985596,0.582866907119751,0.5988461971282959,0.6618494987487793,0.4622220993041992,0.5642433166503906,0.563246488571167,0.5407333374023438,0.5782454013824463,0.6022458076477051
0.00030000000000000003,0.6441583633422852,0.6672267913818359,0.6972267627716064,0.7332279682159424,0.714221715927124,0.6932282447814941,0.7527499198913574,0.7677478790283203,0.8097426891326904,0.8447585105895996,0.6229960918426514,0.5514798164367676,0.6930017471313477,0.6415131092071533,0.64451003074646,0.6435134410858154,0.6405057907104492,0.571993350982666,0.6705152988433838,0.6050045490264893,0.5861008167266846,0.6811730861663818,0.691173791885376,0.6106421947479248,0.8166980743408203,0.7836933135986328,0.6936550140380859,0.790696382522583,0.8437004089355469,0.8496973514556885,0.5266931056976318,0.6003429889678955,0.6078438758850098,0.656851053237915,0.7448556423187256,0.7148497104644775,0.7763705253601074,0.8533740043640137,0.75836181640625,0.5117826461791992,0.7713642120361328,0.5335812568664551,0.6550989151000977,0.4855780601501465,0.5760908126831055,0.7216110229492188,0.5940945148468018,0.71761155128479,0.7571232318878174,0.721611499786377,0.7296009063720703,1.0571494102478027,0.6340897083282471,0.6290903091430664,0.6000897884368896,0.5890941619873047,0.6500959396362305,0.65386962890625,0.5468399524688721,0.5803601741790771,0.49485158920288086,0.5128462314605713,0.5944883823394775,0.6174900531768799,0.7985224723815918,0.5862157344818115,0.6880040168762207,0.7695174217224121,0.8687717914581299,0.9087655544281006,0.468578577041626,0.6957342624664307,0.4768064022064209,0.7574758529663086,0.5743179321289062,0.6423203945159912,0.7128391265869141,0.5668051242828369,0.521801233291626,1.0023794174194336,0.6510612964630127,0.684117317199707,0.6563746929168701,0.5743913650512695,0.5663852691650391,0.6693999767303467,0.6929185390472412,0.49189090728759766,0.4548954963684082,0.5434250831604004,0.5741617679595947,0.6021628379821777,0.5721573829650879,0.5233714580535889,0.8394968509674072,0.7199075222015381,0.6143786907196045,0.6508970260620117,0.5478537082672119,0.658350944519043
0.0004,0.6497070789337158,0.6977050304412842,0.7067079544067383,0.7072174549102783,0.737217903137207,0.7662193775177002,0.7762188911437988,0.8187351226806641,0.8817400932312012,0.8987467288970947,0.570899486541748,0.5795676708221436,0.6590867042541504,0.6574676036834717,0.6474862098693848,0.676485538482666,0.6464841365814209,0.6079685688018799,0.7014827728271484,0.6404745578765869,0.5253822803497314,0.6025652885437012,0.5539774894714355,0.6868922710418701,0.5905091762542725,0.6820433139801025,0.6305122375488281,0.6065201759338379,0.777559757232666,0.8135726451873779,0.5586254596710205,0.561143159866333,0.7551875114440918,0.570143461227417,0.6341979503631592,0.6891958713531494,0.5341401100158691,0.6156623363494873,0.5291392803192139,0.7061581611633301,0.8186664581298828,0.6261086463928223,0.5440926551818848,0.6196088790893555,0.7381319999694824,0.6955995559692383,0.7451205253601074,0.6345932483673096,0.9106333255767822,0.5620794296264648,0.6805999279022217,0.6976032257080078,0.7007708549499512,0.5932571887969971,0.5377418994903564,0.786283016204834,0.7017881870269775,0.6152727603912354,0.744131326675415,0.6396269798278809,0.5239527225494385,0.5831177234649658,0.7188053131103516,0.6331279277801514,0.5465981960296631,0.7408058643341064,0.665114164352417,0.755155086517334,0.6698260307312012,0.49213695526123047,0.784343957901001,0.49913811683654785,0.8143401145935059,0.6771721839904785,0.5461387634277344,0.7071783542633057,0.6311695575714111,0.8374168872833252,0.6425485610961914,0.5802814960479736,0.6558060646057129,0.8638596534729004,0.6002917289733887,0.6252985000610352,0.6998145580291748,0.7643327713012695,0.7363245487213135,0.6370899677276611,0.6176397800445557,0.5703833103179932,0.594893217086792,0.5783705711364746,0.5478818416595459,0.5063598155975342,0.4773540496826172,0.5363571643829346,0.6743862628936768,0.6098692417144775,0.420562744140625,0.45670032501220703
0.0005,0.6189563274383545,0.6944701671600342,0.7064695358276367,0.7544732093811035,0.730473518371582,0.7559845447540283,0.7909843921661377,0.8169920444488525,0.8455080986022949,0.987041711807251,0.5641229152679443,0.6191487312316895,0.6436557769775391,0.6041431427001953,0.6836600303649902,0.6646666526794434,0.7951881885528564,0.5841386318206787,0.9369492530822754,0.4718658924102783,0.9339616298675537,0.594398021697998,0.6324005126953125,0.5433917045593262,0.7049176692962646,0.7541491985321045,0.5920989513397217,0.5878663063049316,0.7526257038116455,0.5003349781036377,0.6548700332641602,0.5908474922180176,0.5841491222381592,0.7538998126983643,0.5721423625946045,0.7753927707672119,0.6851625442504883,0.7955875396728516,0.6953506469726562,0.6659245491027832,0.6514010429382324,0.5943930149078369,1.0670149326324463,0.5303819179534912,0.5463840961456299,0.6363968849182129,0.6505203247070312,0.6564273834228516,0.6894314289093018,0.6947035789489746,0.5135955810546875,0.5605974197387695,0.709641695022583,0.6451191902160645,0.6751284599304199,0.5494070053100586,0.7456555366516113,0.6698532104492188,0.8202297687530518,0.5298798084259033,0.6699240207672119,0.7289235591888428,1.2119059562683105,0.5903918743133545,0.7890558242797852,0.9420981407165527,0.7760453224182129,0.5787534713745117,0.764279842376709,0.5252389907836914,0.6297545433044434,0.6822657585144043,0.6507489681243896,0.519608736038208,0.5861179828643799,0.7753686904907227,0.6327066421508789,0.722409725189209,0.5338840484619141,1.002974271774292,0.4645421504974365,0.7021708488464355,0.6046555042266846,0.6086554527282715,0.9337234497070312,0.8842132091522217,0.4925572872161865,0.557365894317627,0.5878827571868896,0.5546009540557861,0.7869148254394531,0.6411139965057373,0.5120928287506104,0.6306214332580566,0.5881035327911377,0.5991036891937256,0.8686511516571045,0.4475724697113037,0.387052059173584,0.561077356338501
0.0006000000000000001,0.6464855670928955,0.6760036945343018,0.6893925666809082,0.7080047130584717,0.734856367111206,0.7733726501464844,0.7793717384338379,0.8205223083496094,0.8808979988098145,0.9600508213043213,0.6315550804138184,0.6070380210876465,0.6320388317108154,0.6120419502258301,0.7135562896728516,0.6140358448028564,0.630035400390625,0.7405550479888916,0.5960268974304199,0.8112456798553467,0.5167677402496338,0.5187664031982422,0.6557927131652832,0.5542762279510498,0.7017934322357178,0.7603063583374023,0.693795919418335,0.6242849826812744,0.9168260097503662,0.6351072788238525,0.50559401512146,0.6661081314086914,0.6751120090484619,0.6716227531433105,0.5950984954833984,0.6536211967468262,0.7226245403289795,0.6926174163818359,0.7666337490081787,0.6060993671417236,0.6188085079193115,0.5882980823516846,0.49478793144226074,0.50779128074646,0.5307910442352295,0.5893051624298096,0.6093082427978516,0.7138254642486572,0.5580959320068359,0.8193302154541016,0.7256112098693848,0.57108473777771,0.8878393173217773,0.5715744495391846,0.7115991115570068,0.6010925769805908,0.5605828762054443,0.8486378192901611,0.583094596862793,0.7331180572509766,0.6731264591217041,0.6076164245605469,0.5966145992279053,0.5171103477478027,0.690136194229126,0.5376098155975342,0.7226443290710449,0.6236207485198975,0.5541081428527832,0.5261201858520508,0.6881654262542725,0.5786364078521729,0.7401621341705322,0.65415358543396,0.6018061637878418,0.731830358505249,0.6107995510101318,0.5402560234069824,0.7363154888153076,0.7153193950653076,0.6687941551208496,0.7774946689605713,0.5752887725830078,0.7974834442138672,0.699800968170166,0.6422915458679199,0.9210026264190674,0.6104488372802734,0.5139205455780029,0.6649606227874756,0.6584510803222656,0.5812571048736572,0.4687371253967285,0.5469703674316406,0.5209698677062988,0.5119707584381104,0.7039916515350342,0.5813159942626953,0.5098018646240234,0.538804292678833
0.0007,0.5922935009002686,0.6898093223571777,0.7018115520477295,0.715003490447998,0.7503247261047363,0.7649991512298584,0.7850074768066406,0.8095154762268066,1.0178711414337158,1.0605494976043701,0.5360846519470215,0.7006051540374756,0.6406004428863525,0.5800838470458984,0.5625760555267334,0.413055419921875,0.6526033878326416,0.7716069221496582,0.7801175117492676,0.7531290054321289,0.6561069488525391,0.6266133785247803,0.5195879936218262,0.6191058158874512,0.6121015548706055,0.7671270370483398,0.7571287155151367,0.6736066341400146,0.8976519107818604,0.6996073722839355,0.78411865234375,0.5840940475463867,0.6666064262390137,0.6316015720367432,0.8266294002532959,0.5680937767028809,0.6040949821472168,0.6623177528381348,0.4877934455871582,0.588798999786377,0.5757992267608643,0.6603069305419922,0.6493077278137207,0.6948165893554688,0.637305498123169,0.7378249168395996,0.7878265380859375,0.7711138725280762,0.6650805473327637,0.5093276500701904,0.5258252620697021,0.5843391418457031,0.8348903656005859,0.5423486232757568,0.8043806552886963,0.6325607299804688,0.714073657989502,0.6630740165710449,0.6463172435760498,0.6518206596374512,0.5883076190948486,0.43726563453674316,1.1081349849700928,0.5677886009216309,0.5118198394775391,0.6185462474822998,0.592334508895874,0.7438559532165527,0.7348575592041016,0.6133418083190918,0.6528496742248535,0.6958510875701904,0.6218430995941162,0.8163695335388184,0.5315768718719482,0.6566107273101807,0.5830891132354736,0.6080968379974365,0.6345996856689453,0.6926097869873047,0.6121091842651367,0.5115859508514404,0.7586281299591064,0.7576303482055664,0.6696155071258545,0.7561345100402832,0.5963776111602783,0.6023776531219482,0.525362491607666,1.1259469985961914,0.5953598022460938,0.7098779678344727,0.7330586910247803,0.6715521812438965,0.6355471611022949,0.6135358810424805,0.5492594242095947,0.41022753715515137,0.503746747970581,0.5218491554260254
0.0008,0.6488866806030273,0.690892219543457,0.7018883228302002,0.7388930320739746,0.7678909301757812,0.7884037494659424,0.7879631519317627,0.8229646682739258,0.8339653015136719,0.916485071182251,0.47814154624938965,0.49915194511413574,0.6076693534851074,0.5616750717163086,0.6332085132598877,0.6686427593231201,0.7931642532348633,0.9072401523590088,0.7616584300994873,0.6011354923248291,0.9346916675567627,0.550614595413208,0.49160218238830566,0.599130392074585,0.5901129245758057,0.6428120136260986,0.5688142776489258,0.5652956962585449,0.6903300285339355,0.5668046474456787,0.710838794708252,0.8328545093536377,0.7614338397979736,0.5777058601379395,0.7589206695556641,0.9519684314727783,0.590193510055542,0.6878759860992432,0.6588747501373291,0.6083605289459229,0.5483653545379639,0.485851526260376,0.9315187931060791,0.49385643005371094,0.7357838153839111,0.5131576061248779,0.5641543865203857,0.8515281677246094,0.6888372898101807,0.7024219036102295,0.5007686614990234,0.6222860813140869,0.6702976226806641,0.581979513168335,0.7543251514434814,0.878530740737915,0.6685428619384766,0.63690185546875,0.8064186573028564,0.665320873260498,0.6943233013153076,0.6483185291290283,0.8903555870056152,0.7558379173278809,0.42607879638671875,0.6874904632568359,0.575965166091919,0.5087535381317139,0.5477504730224609,0.6342673301696777,0.7067797183990479,0.706784725189209,0.6627752780914307,0.7387783527374268,0.7247779369354248,0.6706137657165527,0.4655795097351074,0.6460962295532227,0.8331279754638672,0.5335941314697266,0.6221070289611816,0.6251122951507568,0.5841255187988281,0.6121184825897217,0.7098379135131836,0.673835277557373,0.577329158782959,0.5007975101470947,0.8408610820770264,0.5513100624084473,0.5333054065704346,0.4967813491821289,1.072906494140625,0.5410981178283691,0.5933027267456055,0.553581953048706,0.5665798187255859,0.5070791244506836,0.5006179809570312,0.4965670108795166
0.0009000000000000001,0.6656644344329834,0.7611830234527588,0.7511794567108154,0.744178056716919,0.7891807556152344,0.8021857738494873,0.8071832656860352,0.8334379196166992,0.8589527606964111,1.1169979572296143,0.534379243850708,0.5643796920776367,0.5448896884918213,0.6764125823974609,0.5868968963623047,0.6106381416320801,0.5936412811279297,0.6674132347106934,0.7959408760070801,0.7568533420562744,0.596290111541748,0.683809757232666,0.6963002681732178,0.7188050746917725,0.622290849685669,0.765322208404541,0.731804370880127,0.7993261814117432,0.6617980003356934,0.6281075477600098,0.6376285552978516,0.5491125583648682,0.7261464595794678,0.6201491355895996,0.7816793918609619,0.6376457214355469,0.9057049751281738,0.8196783065795898,0.9572000503540039,0.46961474418640137,0.6166532039642334,0.5586216449737549,0.6416456699371338,0.635124921798706,0.4460785388946533,0.670637845993042,0.679121732711792,0.801159143447876,0.6676328182220459,0.6636345386505127,0.5941066741943359,0.6537892818450928,0.5102651119232178,0.6259307861328125,0.5889275074005127,0.6139295101165771,0.6009283065795898,0.6234309673309326,0.6884298324584961,0.6997582912445068,0.6837577819824219,0.6326043605804443,0.690605640411377,1.9493460655212402,0.6907808780670166,0.5487539768218994,0.4347572326660156,0.7425651550292969,0.4825258255004883,0.9871115684509277,1.8695943355560303,0.5265429019927979,0.6248879432678223,0.6178886890411377,0.8300914764404297,0.5651144981384277,0.7929279804229736,0.541595458984375,0.5841121673583984,0.9074418544769287,0.7711529731750488,0.9076797962188721,0.5541214942932129,0.579862117767334,0.6198971271514893,0.8214151859283447,0.6658885478973389,0.5068552494049072,0.6103808879852295,0.6353790760040283,0.8251729011535645,0.6586105823516846,0.697127103805542,0.5378396511077881,0.5298399925231934,0.6523568630218506,0.6053547859191895,0.41931748390197754,0.7393786907196045,0.5308256149291992
