gene_count,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99
1000,0.4718501567840576,0.43784666061401367,0.5018472671508789,0.5048456192016602,0.5278499126434326,0.5288505554199219,0.49410128593444824,0.5458519458770752,0.5428528785705566,0.529365062713623,0.5136113166809082,0.5466082096099854,0.5646088123321533,0.6166291236877441,0.6216292381286621,0.6211175918579102,0.6426346302032471,0.6596372127532959,0.6606354713439941,0.6666402816772461,0.46125245094299316,0.49724864959716797,0.5212526321411133,0.46526074409484863,0.4822578430175781,0.5022604465484619,0.505258321762085,0.516258955001831,0.5612614154815674,0.5312573909759521,0.4345738887786865,0.5375795364379883,0.5290992259979248,0.4210662841796875,0.44654273986816406,0.4995431900024414,0.435544490814209,0.5192716121673584,0.5152676105499268,0.5462682247161865,0.49727964401245117,0.4677622318267822,0.5192766189575195,0.392078161239624,0.4438023567199707,0.5083119869232178,0.5417885780334473,0.5155889987945557,0.48859238624572754,0.5353150367736816,0.4525723457336426,0.5890891551971436,0.5440952777862549,0.5335733890533447,0.6220834255218506,0.5295724868774414,0.53757643699646,0.550574541091919,0.655597448348999,0.5650835037231445,0.4993588924407959,0.5968778133392334,0.5463557243347168,0.42635059356689453,0.46835803985595703,0.5528674125671387,0.5208635330200195,0.5123553276062012,0.5273542404174805,0.5838749408721924,0.3957979679107666,0.47480130195617676,0.4773128032684326,0.452803373336792,0.5219759941101074,0.4294626712799072,0.4714646339416504,0.5039739608764648,0.5119752883911133,0.5609748363494873,0.4037282466888428,0.5465967655181885,0.5756044387817383,0.5450854301452637,0.5274269580841064,0.5249414443969727,0.5969512462615967,0.5724341869354248,0.5389547348022461,0.5762653350830078,0.5948734283447266,0.5415165424346924,0.543515682220459,0.5335187911987305,0.44352173805236816,0.4620037078857422,0.4280052185058594,0.3949916362762451,0.4495096206665039,0.41117334365844727
1100,0.4895782470703125,0.46206164360046387,0.5170893669128418,0.5290956497192383,0.46057939529418945,0.5280919075012207,0.545090913772583,0.5570945739746094,0.5520949363708496,0.5610899925231934,0.5670804977416992,0.5520815849304199,0.5705709457397461,0.607081413269043,0.6080818176269531,0.589083194732666,0.6140825748443604,0.5860817432403564,0.6060826778411865,0.6290817260742188,0.4680061340332031,0.5010068416595459,0.5145130157470703,0.48601388931274414,0.4970097541809082,0.5430114269256592,0.5560173988342285,0.5480120182037354,0.5190167427062988,0.5510218143463135,0.5531125068664551,0.4585897922515869,0.4695916175842285,0.5441105365753174,0.46459197998046875,0.4421091079711914,0.43309712409973145,0.455096960067749,0.5191123485565186,0.5071134567260742,0.43358349800109863,0.44440174102783203,0.40094995498657227,0.5689892768859863,0.5869896411895752,0.5494706630706787,0.5554711818695068,0.6375150680541992,0.5739943981170654,0.5639843940734863,0.46076345443725586,0.543527364730835,0.4462251663208008,0.544234037399292,0.5202276706695557,0.626746654510498,0.49522876739501953,0.46723079681396484,0.5322263240814209,0.5232298374176025,0.5201499462127686,0.4941370487213135,0.4781348705291748,0.49713993072509766,0.5111396312713623,0.4987049102783203,0.548241376876831,0.5127098560333252,0.6012375354766846,0.5087180137634277,0.4276609420776367,0.5531842708587646,0.47365355491638184,0.5107011795043945,0.48360276222229004,0.5412092208862305,0.5041077136993408,0.48511362075805664,0.5071089267730713,0.5456268787384033,0.44309496879577637,0.4550962448120117,0.5636179447174072,0.5025737285614014,0.5580854415893555,0.45806145668029785,0.6105992794036865,0.5550909042358398,0.6100902557373047,0.582087516784668,0.5991005897521973,0.5805873870849609,0.4975712299346924,0.49058032035827637,0.4805779457092285,0.4655776023864746,0.43020057678222656,0.44123125076293945,0.4527699947357178,0.38677096366882324
1200,0.46580958366394043,0.45729494094848633,0.4792921543121338,0.48830151557922363,0.4573018550872803,0.5303258895874023,0.5318048000335693,0.5558171272277832,0.5438117980957031,0.5398128032684326,0.5858311653137207,0.5788240432739258,0.5163140296936035,0.6148355007171631,0.6118309497833252,0.6008257865905762,0.5988309383392334,0.5708310604095459,0.5838298797607422,0.6048281192779541,0.5160243511199951,0.5305421352386475,0.5395495891571045,0.5645425319671631,0.5320260524749756,0.5865378379821777,0.5480284690856934,0.5400314331054688,0.5905427932739258,0.5595543384552002,0.4663844108581543,0.48690319061279297,0.5119023323059082,0.48790669441223145,0.46390199661254883,0.46738338470458984,0.5164105892181396,0.5504190921783447,0.5644190311431885,0.5604162216186523,0.40606260299682617,0.49809932708740234,0.5606167316436768,0.5706162452697754,0.5070950984954834,0.4755823612213135,0.5211002826690674,0.5191020965576172,0.5281105041503906,0.5541095733642578,0.5975608825683594,0.5265281200408936,0.5425283908843994,0.5245287418365479,0.5105512142181396,0.5350639820098877,0.5467727184295654,0.6538002490997314,0.5542724132537842,0.5522785186767578,0.4252901077270508,0.4312856197357178,0.48482275009155273,0.474822998046875,0.5438251495361328,0.559335470199585,0.46907544136047363,0.5265810489654541,0.5405871868133545,0.5660958290100098,0.43906688690185547,0.38406825065612793,0.49158263206481934,0.5085813999176025,0.5215809345245361,0.5181097984313965,0.5087947845458984,0.5633010864257812,0.5443129539489746,0.5713193416595459,0.5883147716522217,0.6003158092498779,0.6183133125305176,0.648317813873291,0.6903207302093506,0.6013009548187256,0.557591438293457,0.5690996646881104,0.589580774307251,0.594085693359375,0.5490889549255371,0.5290813446044922,0.5450155735015869,0.5380795001983643,0.453566312789917,0.5590786933898926,0.5905706882476807,0.48256564140319824,0.4355590343475342,0.43504881858825684
1300,0.4632892608642578,0.49781155586242676,0.5278170108795166,0.5088129043579102,0.5278105735778809,0.534813404083252,0.5548121929168701,0.557809591293335,0.5398166179656982,0.5558154582977295,0.5551080703735352,0.5185859203338623,0.5411098003387451,0.5341043472290039,0.5741064548492432,0.5941011905670166,0.5901045799255371,0.6221120357513428,0.6196208000183105,0.6376216411590576,0.5005860328674316,0.5255842208862305,0.5235810279846191,0.5195844173431396,0.5405797958374023,0.4720804691314697,0.5250961780548096,0.5580947399139404,0.5170900821685791,0.5335807800292969,0.47379446029663086,0.4887969493865967,0.423907995223999,0.502415657043457,0.5224244594573975,0.5194213390350342,0.4849121570587158,0.49291086196899414,0.5299255847930908,0.4894249439239502,0.4922058582305908,0.41806602478027344,0.5162036418914795,0.47006821632385254,0.5780954360961914,0.5766170024871826,0.6141266822814941,0.6261296272277832,0.6451294422149658,0.6186163425445557,0.43410706520080566,0.4851107597351074,0.5681734085083008,0.5531773567199707,0.44661855697631836,0.4636192321777344,0.538163423538208,0.5361335277557373,0.5241327285766602,0.5401308536529541,0.46111607551574707,0.4881105422973633,0.4400501251220703,0.4680485725402832,0.5265769958496094,0.5155811309814453,0.5245771408081055,0.4875783920288086,0.5005748271942139,0.51558518409729,0.5435943603515625,0.48259520530700684,0.5155932903289795,0.5715985298156738,0.4415888786315918,0.46459484100341797,0.4978597164154053,0.6013810634613037,0.6323785781860352,0.6123809814453125,0.5290806293487549,0.5295929908752441,0.5355856418609619,0.5995907783508301,0.513075590133667,0.5580801963806152,0.4598054885864258,0.5318138599395752,0.5613336563110352,0.5813319683074951,0.555588960647583,0.5115914344787598,0.5860984325408936,0.55259108543396,0.5025818347930908,0.4140658378601074,0.48775601387023926,0.34871840476989746,0.36223769187927246,0.3307218551635742
1400,0.4632456302642822,0.4642341136932373,0.49375152587890625,0.4427499771118164,0.5077488422393799,0.4947504997253418,0.5680997371673584,0.5870962142944336,0.5567543506622314,0.5847525596618652,0.5878338813781738,0.5638258457183838,0.6003463268280029,0.5098307132720947,0.6118521690368652,0.620344877243042,0.614346981048584,0.5893497467041016,0.5953500270843506,0.6113479137420654,0.4695885181427002,0.5000841617584229,0.4955909252166748,0.5391049385070801,0.5305936336517334,0.5655887126922607,0.5125899314880371,0.5821065902709961,0.5085940361022949,0.5196020603179932,0.46658921241760254,0.4670748710632324,0.459073543548584,0.5153248310089111,0.5153226852416992,0.5043256282806396,0.5348539352416992,0.5388481616973877,0.5313303470611572,0.5718443393707275,0.39782118797302246,0.541327714920044,0.42807579040527344,0.5438456535339355,0.4770686626434326,0.48208022117614746,0.539125919342041,0.5731217861175537,0.505596399307251,0.5783331394195557,0.5138423442840576,0.6273460388183594,0.5333566665649414,0.5158381462097168,0.4888315200805664,0.4983232021331787,0.5368280410766602,0.5398285388946533,0.5368335247039795,0.5921237468719482,0.48288559913635254,0.5168969631195068,0.46089792251586914,0.4788949489593506,0.4408884048461914,0.5584089756011963,0.47789645195007324,0.4448978900909424,0.4628939628601074,0.5764040946960449,0.440061092376709,0.5155844688415527,0.43706321716308594,0.4735751152038574,0.41928601264953613,0.5268046855926514,0.5903310775756836,0.5543310642242432,0.5863261222839355,0.4198174476623535,0.5718238353729248,0.500823974609375,0.5603451728820801,0.5500986576080322,0.4895749092102051,0.5730984210968018,0.6153304576873779,0.5025744438171387,0.5517988204956055,0.47427868843078613,0.41327571868896484,0.5263102054595947,0.47728848457336426,0.6078140735626221,0.5087997913360596,0.5058023929595947,0.5158026218414307,0.47028613090515137,0.43557047843933105,0.36771082878112793
1500,0.4682774543762207,0.5453171730041504,0.5363140106201172,0.4927854537963867,0.5613160133361816,0.535799503326416,0.5703163146972656,0.5317890644073486,0.5578022003173828,0.5833196640014648,0.582303524017334,0.5467929840087891,0.5457937717437744,0.573800802230835,0.5403008460998535,0.5903048515319824,0.6183068752288818,0.5973033905029297,0.6473057270050049,0.6523075103759766,0.46686625480651855,0.5263893604278564,0.4928758144378662,0.560387372970581,0.5563838481903076,0.5128779411315918,0.520876407623291,0.5818772315979004,0.5743894577026367,0.5443892478942871,0.42406392097473145,0.43705320358276367,0.4775681495666504,0.4865691661834717,0.5025734901428223,0.5560817718505859,0.5420858860015869,0.5455749034881592,0.5375738143920898,0.5880873203277588,0.4270646572113037,0.4838402271270752,0.4968564510345459,0.5568554401397705,0.55985426902771,0.5598487854003906,0.5428566932678223,0.5783648490905762,0.5643651485443115,0.6638810634613037,0.6093626022338867,0.47023487091064453,0.6313488483428955,0.5543370246887207,0.4628255367279053,0.469815731048584,0.5068252086639404,0.4343106746673584,0.5098247528076172,0.5218214988708496,0.46683549880981445,0.5218076705932617,0.5197901725769043,0.4312739372253418,0.5249664783477783,0.5344753265380859,0.5974774360656738,0.6244854927062988,0.6534814834594727,0.5624771118164062,0.519951581954956,0.4762413501739502,0.5189602375030518,0.4829518795013428,0.49027395248413086,0.4657785892486572,0.5952990055084229,0.5702967643737793,0.5262947082519531,0.5237798690795898,0.5563051700592041,0.5293185710906982,0.5272088050842285,0.5435535907745361,0.5115509033203125,0.6245832443237305,0.5440666675567627,0.5625526905059814,0.6250691413879395,0.5275495052337646,0.6270763874053955,0.5115375518798828,0.42442774772644043,0.48581981658935547,0.41930484771728516,0.43329668045043945,0.4022984504699707,0.4562952518463135,0.3632833957672119,0.38748598098754883
1600,0.4930551052093506,0.4780590534210205,0.5010550022125244,0.5491278171539307,0.5431268215179443,0.5651299953460693,0.5731287002563477,0.5681276321411133,0.5681307315826416,0.636505126953125,0.5645773410797119,0.5255420207977295,0.582547664642334,0.5644795894622803,0.6039958000183105,0.622997522354126,0.6229922771453857,0.63899827003479,0.5971424579620361,0.7115151882171631,0.4612760543823242,0.5298347473144531,0.5228359699249268,0.5223531723022461,0.5048305988311768,0.45930981636047363,0.514838695526123,0.4403188228607178,0.5308384895324707,0.5793595314025879,0.4576437473297119,0.4976327419281006,0.48112034797668457,0.5426368713378906,0.5166337490081787,0.5221402645111084,0.54714035987854,0.5511422157287598,0.5486228466033936,0.6261579990386963,0.437070369720459,0.5131175518035889,0.5438852310180664,0.5814304351806641,0.51590895652771,0.5039138793945312,0.485914945602417,0.5409150123596191,0.5254287719726562,0.5954389572143555,0.5874459743499756,0.5166268348693848,0.5276191234588623,0.4946177005767822,0.5639290809631348,0.507624626159668,0.4796261787414551,0.509627103805542,0.4916350841522217,0.4916660785675049,0.45961928367614746,0.3610961437225342,0.4588296413421631,0.5343489646911621,0.5923464298248291,0.5478239059448242,0.5494105815887451,0.4163661003112793,0.5228540897369385,0.5488922595977783,0.6244237422943115,0.5996582508087158,0.6041502952575684,0.5426273345947266,0.5276355743408203,0.5441577434539795,0.5831131935119629,0.5741209983825684,0.5720865726470947,0.5560760498046875,0.592078685760498,0.42179083824157715,0.3980889320373535,0.39008259773254395,0.39308619499206543,0.5056123733520508,0.496917724609375,0.5039455890655518,0.5539407730102539,0.5409469604492188,0.5514729022979736,0.5349876880645752,0.5347886085510254,0.4747788906097412,0.4947774410247803,0.5433001518249512,0.34040284156799316,0.32937169075012207,0.41491127014160156,0.3780839443206787
1700,0.48679137229919434,0.4897928237915039,0.5427987575531006,0.5447981357574463,0.5397930145263672,0.6063127517700195,0.624823808670044,0.5853042602539062,0.6193065643310547,0.6443016529083252,0.5321187973022461,0.5459322929382324,0.5024256706237793,0.6209368705749512,0.5629291534423828,0.5464253425598145,0.5724325180053711,0.6404514312744141,0.6254546642303467,0.557948112487793,0.500422477722168,0.4968137741088867,0.5628197193145752,0.5308244228363037,0.49681520462036133,0.5753347873687744,0.504812479019165,0.5583386421203613,0.5208115577697754,0.5248124599456787,0.3667588233947754,0.4520857334136963,0.40709352493286133,0.40509581565856934,0.5296158790588379,0.539609432220459,0.5346100330352783,0.5571243762969971,0.5841281414031982,0.5596232414245605,0.47662997245788574,0.538607120513916,0.588111162185669,0.5941147804260254,0.548109769821167,0.5295984745025635,0.572119951248169,0.5781199932098389,0.5561161041259766,0.5681107044219971,0.5811100006103516,0.48720598220825195,0.48018956184387207,0.49219441413879395,0.4741945266723633,0.5333900451660156,0.4448740482330322,0.45886945724487305,0.5193970203399658,0.5829110145568848,0.4803962707519531,0.37576985359191895,0.5402987003326416,0.44609689712524414,0.5182197093963623,0.5423827171325684,0.5382390022277832,0.437711238861084,0.5602338314056396,0.6432263851165771,0.6422245502471924,0.644737720489502,0.6012203693389893,0.5141158103942871,0.592210054397583,0.5507793426513672,0.5287349224090576,0.5497338771820068,0.5457363128662109,0.5167384147644043,0.5452549457550049,0.4722297191619873,0.4517359733581543,0.5317409038543701,0.5137481689453125,0.5475902557373047,0.5441088676452637,0.5751080513000488,0.5441102981567383,0.3940773010253906,0.42908310890197754,0.5121147632598877,0.4566061496734619,0.48760986328125,0.5120723247528076,0.39403510093688965,0.46254849433898926,0.45003247261047363,0.40003204345703125,0.46703410148620605
1800,0.49207377433776855,0.47307515144348145,0.4870731830596924,0.5503199100494385,0.5478076934814453,0.6138355731964111,0.6178357601165771,0.649322509765625,0.6433227062225342,0.646327018737793,0.509580135345459,0.5773129463195801,0.5773122310638428,0.6228420734405518,0.5145981311798096,0.5445961952209473,0.6186180114746094,0.6011075973510742,0.5961065292358398,0.5651078224182129,0.46759796142578125,0.4190680980682373,0.504601240158081,0.5808501243591309,0.5373201370239258,0.5483279228210449,0.5323257446289062,0.5653316974639893,0.5533256530761719,0.6038365364074707,0.49849843978881836,0.5104999542236328,0.5064966678619385,0.5073275566101074,0.4368159770965576,0.4873325824737549,0.5323388576507568,0.5638506412506104,0.5398480892181396,0.5878522396087646,0.5081560611724854,0.5021545886993408,0.5676636695861816,0.5220894813537598,0.6110954284667969,0.5580928325653076,0.554086446762085,0.5335724353790283,0.5265724658966064,0.5700886249542236,0.5017521381378174,0.5037539005279541,0.48226428031921387,0.5467665195465088,0.4950141906738281,0.4605560302734375,0.5515596866607666,0.5285618305206299,0.5465614795684814,0.4563779830932617,0.6130781173706055,0.4823777675628662,0.3588438034057617,0.5238242149353027,0.5141301155090332,0.5525813102722168,0.5961084365844727,0.5791015625,0.5890998840332031,0.5615897178649902,0.6351048946380615,0.6132934093475342,0.6433005332946777,0.4987812042236328,0.5943088531494141,0.5283036231994629,0.5287835597991943,0.4397766590118408,0.5402913093566895,0.5792942047119141,0.49295973777770996,0.46976256370544434,0.5137679576873779,0.3882429599761963,0.4827604293823242,0.5107576847076416,0.4552431106567383,0.4887516498565674,0.4417555332183838,0.5902764797210693,0.5355777740478516,0.5305740833282471,0.5970990657806396,0.6120970249176025,0.6020941734313965,0.4305734634399414,0.3155395984649658,0.4230506420135498,0.517571210861206,0.5025730133056641
1900,0.4763045310974121,0.5048172473907471,0.45781612396240234,0.5658168792724609,0.5308187007904053,0.5253317356109619,0.5773298740386963,0.5983376502990723,0.6263401508331299,0.6253232955932617,0.41780662536621094,0.488802433013916,0.52132248878479,0.5833234786987305,0.5428056716918945,0.5683178901672363,0.5563309192657471,0.5563235282897949,0.5228128433227539,0.5663201808929443,0.503582239151001,0.5405933856964111,0.5345873832702637,0.49658775329589844,0.5195903778076172,0.5865910053253174,0.5385739803314209,0.5305747985839844,0.520576000213623,0.5870883464813232,0.5960865020751953,0.5425734519958496,0.4168417453765869,0.469851016998291,0.5293657779693604,0.45285844802856445,0.6373708248138428,0.5383636951446533,0.6518905162811279,0.6343724727630615,0.455064058303833,0.5938618183135986,0.6000912189483643,0.4865682125091553,0.5235691070556641,0.6678807735443115,0.5250823497772217,0.5185706615447998,0.5345778465270996,0.5396087169647217,0.44309020042419434,0.5886106491088867,0.5341084003448486,0.49210619926452637,0.43059372901916504,0.5621063709259033,0.5281040668487549,0.5351033210754395,0.5051064491271973,0.5567870140075684,0.5387823581695557,0.44577741622924805,0.5202944278717041,0.5982992649078369,0.6003012657165527,0.4102656841278076,0.6163003444671631,0.6333026885986328,0.531296968460083,0.4285733699798584,0.4835786819458008,0.5367815494537354,0.4902820587158203,0.4362833499908447,0.5227854251861572,0.5527915954589844,0.5187923908233643,0.5683026313781738,0.6469719409942627,0.4739501476287842,0.544950008392334,0.599801778793335,0.5254437923431396,0.4764385223388672,0.4984438419342041,0.41277122497558594,0.5064432621002197,0.6604785919189453,0.5614504814147949,0.5102863311767578,0.5858023166656494,0.4609382152557373,0.5542712211608887,0.5682687759399414,0.5037548542022705,0.5572724342346191,0.49375224113464355,0.5047507286071777,0.40123987197875977,0.4807469844818115
