gene_count,theta,rho,d0,t0,d1,t1,d2,t2,d3,t3,d4,t4,d5,t5,d6,t6,d7,t7,d8,t8,d9,t9,d10,t10,d11,t11,d12,t12,d13,t13,d14,t14,d15,t15,d16,t16,d17,t17,d18,t18,d19,t19,d20,t20,d21,t21,d22,t22,d23,t23,d24,t24,d25,t25,d26,t26,d27,t27,d28,t28,d29,t29,d30,t30,d31,t31,d32,t32,d33,t33,d34,t34,d35,t35,d36,t36,d37,t37,d38,t38,d39,t39,d40,t40,d41,t41,d42,t42,d43,t43,d44,t44,d45,t45,d46,t46,d47,t47,d48,t48,d49,t49,d50,t50,d51,t51,d52,t52,d53,t53,d54,t54,d55,t55,d56,t56,d57,t57,d58,t58,d59,t59,d60,t60,d61,t61,d62,t62,d63,t63,d64,t64,d65,t65,d66,t66,d67,t67,d68,t68,d69,t69,d70,t70,d71,t71,d72,t72,d73,t73,d74,t74,d75,t75,d76,t76,d77,t77,d78,t78,d79,t79,d80,t80,d81,t81,d82,t82,d83,t83,d84,t84,d85,t85,d86,t86,d87,t87,d88,t88,d89,t89,d90,t90,d91,t91,d92,t92,d93,t93,d94,t94,d95,t95,d96,t96,d97,t97,d98,t98,d99,t99
5500,2000,0.7000000000000002,2719,16475,2849,18392,3896,27412,5094,37205,4244,28811,3505,24466,3788,26446,4946,33571,4452,33074,4673,34845,4949,36181,4709,33836,2553,16484,5539,41495,4936,35147,4768,32716,7065,54021,4160,26732,3081,20765,7738,61732,3132,21165,6229,46962,3777,24558,5916,42995,4728,33888,4480,32885,4490,30603,6173,47484,3498,23030,3673,25197,4522,32517,4339,31146,3369,24352,3050,18696,2675,16599,4066,27976,5375,40462,3252,21096,4089,28546,4160,28757,7932,61970,5666,42409,6808,50017,3028,19805,2986,20032,2896,18180,3310,22564,5600,43568,11953,96203,2416,15726,3122,20733,4722,36080,3050,20369,2820,18120,5666,44009,3279,21827,5598,42200,7157,54018,4929,37110,4293,29855,4307,31015,3227,21062,2404,15217,3482,23049,5097,36865,4236,28671,11499,93282,5275,35930,4313,29124,3681,24475,3664,24065,4206,30393,5285,37977,2098,13167,6002,45537,5917,45254,4983,35956,5262,36372,8501,66090,5330,36485,5021,33983,3992,27273,2929,19007,5515,41481,2329,14932,3246,22774,4717,32304,6674,50914,5273,39135,3493,24400,4617,34569,6887,52504,4220,29889,3768,26898,5185,36350,5136,39156,4204,31243,5759,43863,7138,53802,10637,85616
5500,2000,0.7500000000000002,1928,13229,1767,12183,3483,27011,2082,14102,3219,25010,3913,30872,5633,46822,3734,27765,3611,27735,4362,34094,4486,33996,4370,35041,2604,20226,4758,36822,2307,16150,5053,41520,2210,15385,4567,35504,4116,32449,2225,15670,3230,23589,5669,47380,2452,18562,3574,27745,4557,37414,6281,49969,4067,29507,9032,77961,3305,25620,2287,16456,4646,36584,4630,35964,3064,23686,5448,45446,6390,53928,3711,28918,2889,20540,2799,21128,4017,31569,2514,18387,5746,45703,4462,37193,5071,42755,3567,25872,4342,32367,4297,33171,2477,18525,3196,25112,8652,74967,3417,26822,3912,30238,4516,35512,1667,12824,5414,43910,3206,25964,3550,26486,6052,48998,3342,25508,7750,68095,6975,59096,3659,26746,5459,44212,3430,26608,3238,23960,6003,50549,4114,32575,2363,17071,3846,29472,4001,31817,2843,21528,4803,39059,6632,57578,3668,29228,6064,49833,4443,34874,3730,29966,2425,17245,6411,54914,2929,21751,6394,56566,2715,21341,3284,24135,4872,41022,5660,47352,2660,19789,1873,13238,5356,45221,4419,37426,2457,18349,5361,44417,8349,71675,6248,53577,4872,41677,4286,34138,4039,32964,4988,42838,7803,68367,8177,70905,7379,62784,13829,121545
5500,2000,0.8000000000000002,3167,26557,3028,26505,2547,20765,2942,24220,3484,30562,3864,34655,4167,37926,4579,42067,5217,48886,3647,31151,5154,48111,5994,53578,4017,34841,2764,23124,5952,56648,2798,22799,6711,62799,6135,56596,2981,23803,6747,64594,5009,43850,3135,26619,1940,15203,4410,39522,2095,15458,3735,32022,4472,40608,9884,96659,4113,35647,5018,45377,2365,19990,5479,52094,4330,39354,4458,38849,6901,65350,4967,45877,7419,66365,3222,28766,3461,29256,3655,31869,3978,35295,6834,65122,2501,21617,4131,36357,4470,38916,3552,31426,7326,68769,3360,28093,2444,20155,4112,35062,5885,52690,3101,26045,2745,24059,3624,32609,3634,31381,4326,37930,3497,28261,2305,20337,3578,30260,2755,23356,4812,43898,7489,71182,11935,114584,1843,15511,3487,31155,2892,23927,4208,36307,5390,48711,3622,32168,5553,51599,6450,60914,3462,28866,3361,30094,4419,40536,4445,38537,6009,58535,1291,9407,6438,59015,6639,64058,2633,21919,5660,53349,1842,15407,1802,13338,5534,48939,3147,25929,3311,26929,4129,37500,2699,20922,3495,31156,2804,24897,3261,28040,6294,59460,3801,33154,3632,30498,4126,36306,3249,28314,4405,39462,3627,30151,5188,47797,6810,66561
5500,2000,0.8500000000000002,2439,21504,2704,24974,1638,14194,1891,16288,2967,27483,3035,29041,3722,36098,3728,36273,3786,35119,4150,40263,4010,39007,4913,47695,4672,46857,2231,20220,4814,49021,5249,54011,2513,22232,3534,33320,3640,34936,3137,28916,6384,65179,5876,59225,3016,29470,2257,20686,2667,23405,2583,23623,2871,28070,1871,16798,3878,35241,4179,40324,2702,24489,2979,28449,1630,13826,3568,33016,3033,27936,7114,75697,3828,35350,3461,33252,3851,39583,4215,42426,6182,64449,3467,33237,5107,51416,3227,29953,2457,23452,2979,29383,4445,41911,3255,31884,1042,8688,7181,75062,2332,20582,2809,27119,3482,34436,2416,22844,3923,37698,2616,24507,4208,40591,2046,19920,2298,19901,3605,33944,7786,84008,4909,50857,3861,38420,3313,31177,6929,72255,5147,52931,3358,32326,3005,30205,4958,48665,5104,51904,5984,60759,3024,29737,2844,27224,4021,38952,4964,47897,2170,19049,6024,61780,2470,23923,7191,76366,4726,48012,3977,39780,3827,36477,3437,31393,6797,72198,2805,27240,3984,38878,5158,53923,1940,17057,3356,31704,1611,15439,2920,25571,2387,22421,3566,32836,7683,80943,4547,47259,4789,49643,6048,60903,4560,45185,9486,101578,5340,53577
5500,2000,0.9000000000000002,2560,25724,2034,20098,2333,23519,2717,26068,3795,42354,2915,29809,2594,27261,2920,31417,3561,37759,3266,34285,1744,16714,1683,15619,4171,45542,5373,61772,4600,51963,3005,30134,1745,16151,2201,22177,2607,25367,2931,28758,3155,32385,5487,61443,4604,50431,1910,18178,3794,40918,2636,26741,7987,90032,2556,26781,4845,53114,6032,65341,2275,23374,1865,17841,3286,35563,2850,28859,2553,26265,4488,49331,1564,14694,2608,25360,9351,108059,2743,27863,4778,52831,3845,41520,3072,30827,2756,28406,3175,32418,3395,36467,9105,107501,3122,33487,2722,28143,3774,40966,1171,11130,2750,26934,4357,49263,4355,47116,2926,29726,3432,36075,8139,94359,4619,50665,5822,67841,4432,47423,1391,13868,4050,42498,5098,56855,4886,52826,2347,25176,2706,26896,3940,39242,4157,44251,2964,31856,2043,20134,3252,35778,2192,21373,4382,48448,2960,29945,2940,31561,5221,58804,1537,14323,3768,39884,3659,39539,3815,41015,4458,49102,2040,21991,3419,37357,3060,30237,1590,16389,2702,28377,2360,22922,4362,48748,4694,50119,2807,30677,2488,27320,3745,39078,2691,27966,4341,44927,6116,67666,4139,46171,3315,34342,5327,58122,5445,60025,6575,76655
5500,2000,0.9500000000000003,1560,16346,3044,34936,3633,43171,2924,31953,2775,30853,2762,29790,2836,32587,3096,36283,3146,36323,2127,22706,2438,26612,3777,45974,4051,48667,1917,20039,4010,50192,2633,29356,2087,22720,5509,62464,3048,32361,5392,65755,3127,34881,4041,44660,2653,30378,2764,32172,2275,23521,1975,21672,4072,48534,6584,83278,1551,16535,3241,37215,2405,26853,7175,88494,1826,20763,3024,35137,2173,24112,3337,36823,5845,70843,3042,34727,4358,51001,4226,51387,6383,80541,2469,27303,4132,49108,3095,35435,4098,47161,6077,72107,3399,37106,3253,37831,3219,40040,6031,73402,2440,27105,2038,19768,2116,23359,1632,17238,2815,32363,2389,25433,6636,82505,1805,19478,3428,43538,3399,38594,3862,43020,3118,36269,3615,42523,1917,20053,3746,42846,3073,36513,2464,27013,1829,20199,3396,40433,2196,22327,2604,29988,2333,25412,3477,39959,5125,61680,4958,60895,2906,32417,2212,23478,3006,35474,2916,34108,4078,47448,4214,49437,2782,32785,3518,39251,2810,32530,4487,53227,3837,43527,3872,47109,3465,41181,2481,29449,2883,32716,2965,34950,2693,31010,4061,49824,2456,27463,2619,30451,3307,39294,2943,35589,4648,52515,3532,42073,4941,59957
5500,2000,1.0000000000000004,2460,28283,1594,18272,2824,34507,1609,19405,2368,28338,1603,17779,3665,45502,3559,44813,2655,33056,3317,42765,3863,49727,4439,56437,3059,38431,2878,33624,3522,46334,4416,56606,2256,26037,5010,66864,2857,34039,5161,68246,1916,22782,3207,39669,3315,40672,1444,16654,6850,91078,3742,46905,7501,103125,2441,27750,3965,51512,3055,37062,8513,114083,2070,24818,3252,39965,4964,64502,2312,28054,4123,55483,3793,47343,2875,34930,1400,15262,2168,25204,4061,53753,7497,99509,3042,39640,2713,32495,1744,20088,3714,46739,4888,65004,1831,20655,4446,59215,712,7415,3590,45545,3049,37954,4252,55715,2459,30057,3894,50699,4515,57527,3158,36878,2457,31106,5446,72532,2577,32116,2396,27637,3751,47659,8801,121215,1487,17571,6172,82414,3080,38429,1890,22893,4616,61955,1960,24600,1927,22043,2940,34885,1440,16566,3648,49185,5299,69225,3259,40081,1688,18981,3865,47837,4923,63532,2454,30521,2640,32693,4898,64934,1707,19716,3915,50957,2213,25448,2854,34254,2447,31006,2626,32971,3602,45920,3612,49314,3394,44348,4953,66342,3185,42042,2698,33636,3584,47513,2665,32812,2643,32449,3597,47814,5740,76838,4481,57738,5636,73020
5500,2500,0.5000000000000001,7634,20488,4740,12424,6166,15684,8021,21973,12757,44441,8269,24937,7999,24128,8432,26469,7883,24395,3827,9900,9539,28533,6842,17940,9943,32139,7452,21712,11592,41367,9436,29939,6516,17272,12439,45202,6632,19467,5831,16954,9161,29565,14082,51862,9397,28098,13881,50281,8975,29398,9149,29771,4398,12563,8782,27814,4109,10715,6330,19537,5943,16559,10928,35857,17199,65883,8155,25918,10136,32035,8146,25711,10529,36425,9556,30846,13294,48689,7040,20424,7388,21551,10205,33646,10129,30515,17171,64946,9717,31208,15345,56584,7452,23312,7517,23488,7349,22125,6145,17307,8746,27814,9556,30111,5714,16290,10509,36863,10462,33424,9022,27486,13005,46939,10560,36593,17118,65416,11986,42937,12543,44990,3723,9746,9771,33985,4955,12888,4735,12502,12531,45721,8028,25104,10679,35901,8605,24253,8494,24540,9465,33641,17255,66472,9839,30797,6718,19882,6517,20183,5823,17302,4972,13392,7907,22423,11852,40537,12319,44669,7923,26334,8726,26289,7855,24702,6993,19215,9843,29659,7704,21811,9252,29253,12985,47587,8752,28963,6416,19105,6844,20573,7645,23346,7470,23419,9487,31276,10370,34809,13830,50494,10594,37237,12502,44729,12678,44849,18337,70099
5500,2500,0.5500000000000002,4607,14534,4926,15308,4590,15623,5396,18819,6404,21158,6186,21216,9894,39238,9709,37712,7245,26548,8731,31884,8369,31832,5049,15771,8182,28268,9394,36437,6056,20090,9129,31913,7047,24816,2721,7737,8715,30866,6798,23901,10601,43253,6211,19992,6853,25625,6561,22874,5288,16696,4408,13793,5416,18034,6793,22909,9559,38601,2965,8906,6584,21069,16119,68712,6114,20656,11631,46242,5213,16510,6954,24184,3501,11243,4263,13034,7117,25316,8270,29884,10763,43380,12194,50014,5672,18014,7073,26120,17973,78850,12617,51010,6537,22000,6457,21841,8563,30095,7814,29284,10141,39183,5209,17495,11718,45248,6595,23037,7684,25016,13862,58219,7000,23851,8345,31653,6427,20878,5987,18460,4767,15535,7050,25772,7101,24080,10619,42221,7979,29604,8155,31495,7930,29425,7751,28157,12747,53422,4524,13782,6976,26212,9723,38628,7122,26223,6802,23816,9528,37062,7877,29627,10125,39846,10137,36943,5617,18130,7569,28398,8265,32071,9022,29968,11086,45270,11653,48533,15590,68440,10228,38301,4749,15956,2902,8418,9480,36260,9818,38046,11990,49313,5260,16927,5964,19139,10416,39805,12808,53432,6879,24212,23076,103223,13013,54056,12376,50272,12757,53993
5500,2500,0.6000000000000002,5251,19312,3534,12749,4441,16329,6995,29067,5171,19332,6252,24357,5108,20290,5384,19036,6825,25398,6394,26847,7357,30286,5789,23105,8093,35079,5275,19296,7767,32686,8320,36410,9452,40855,6001,24038,4760,17118,6551,25562,6990,27955,6009,24861,2866,10021,6238,25684,7099,27377,4321,15693,3928,14017,12503,58151,9053,39768,6401,24092,8770,37619,7306,30614,7653,32249,7670,31870,5115,19240,4810,18768,6826,26008,4287,15990,9079,39721,5638,21675,7514,31742,8251,33794,7822,32492,7563,32112,10069,45353,9338,38104,9218,40900,4245,15411,5239,20457,4776,17292,12417,57674,4688,17953,8445,33158,4788,16656,6790,28195,7324,30266,7941,30851,7715,31310,7815,33631,6463,27206,12669,59283,7688,33353,13493,63082,4380,15389,5706,21942,10647,49476,6629,25085,7232,28010,6430,26105,8915,39243,5595,21258,12087,57745,7548,30953,7685,31544,5791,21767,6200,26018,10020,45680,10983,52137,5493,20632,11090,51532,5348,20208,5519,19281,8352,36134,8903,39450,5076,19747,3027,10428,8213,36000,10973,50633,6575,26169,7162,29671,7415,30025,5523,21722,4691,17815,8132,34381,6650,28112,8252,34873,5770,23345,8518,37094,6809,27776,10315,44334
5500,2500,0.6500000000000001,4399,18206,6385,29036,2790,10789,4248,17419,4869,20810,5565,24279,5579,25085,5939,27062,6262,29596,6803,32309,8229,39019,5503,23626,10337,52044,5539,23906,4946,21055,10059,49960,9738,49876,7553,35794,8147,40386,7999,38410,5942,28347,5553,23386,12099,63832,7808,37234,4113,18550,7399,34265,4522,19826,14818,79296,3758,15425,6673,31111,4862,21308,7771,34609,4096,17951,7512,34337,8559,39778,7517,36031,16987,92590,7223,33611,4192,17450,4503,19649,4447,19945,6837,33124,9641,48784,6078,26709,11634,61919,3836,15718,8436,41387,6579,29294,4463,18033,4486,18745,7861,37142,5624,23720,12067,63390,7506,33689,7523,32972,5061,21635,6230,29417,7964,40082,8146,39264,10806,54017,7006,31065,4869,20935,4750,18986,9468,46919,7614,36313,5497,25694,9482,48778,7226,35283,3935,15433,6277,27168,7286,34873,8297,37800,14111,75731,4937,19992,7441,35489,8269,40582,6140,29099,12042,63814,5778,25675,3514,13739,5948,28293,2786,10611,3706,14462,4621,18831,8287,38964,8732,43643,10027,51313,7076,33790,7576,35259,4620,19032,6710,32703,5552,22753,6202,27791,7284,32585,8478,42389,7586,34438,15735,86156,7479,36860,12674,68178,8282,40431
5500,2500,0.7000000000000002,3061,12689,4329,20460,2876,13059,4678,21406,4244,20021,5359,25306,5080,24557,6064,28793,7536,40183,5607,28215,6891,35964,2806,12411,9290,52546,6215,29117,3962,18114,5313,25098,8221,45960,4841,23141,4719,23323,5998,30398,9582,55287,4898,21569,11290,65377,6550,35806,11461,67342,8539,47225,6157,31466,7583,39955,6996,37105,5430,26292,4836,23073,6195,30835,8205,42887,8181,46269,4820,22604,4256,20624,6304,33876,4521,20851,4593,21406,5313,25830,6735,34904,7107,38450,4764,22548,2912,13464,3664,16636,4195,21420,12025,71149,8599,47444,4285,20157,4686,23104,8754,47942,8055,44121,7524,39821,6820,36626,4106,18983,4432,22131,3021,14281,5704,28113,8708,46631,5578,27703,10329,60161,7098,38807,12376,70864,7673,41189,4431,22075,10316,59397,4658,24560,9818,55531,4869,23964,5544,26147,4602,22292,4378,20619,5308,26078,5436,27772,7395,39609,4896,24464,9669,53205,6805,36185,6085,31804,4764,22113,6368,34131,4548,22937,4995,23828,5106,25050,5016,25586,7813,42216,14493,86165,6245,30389,3912,16719,3048,14068,5964,31699,11152,63804,4359,20026,5361,27432,6295,30792,8057,45986,6327,31660,10176,57633,6967,34743,9293,53776
5500,2500,0.7500000000000002,3949,20821,3784,20236,6326,37213,4243,21448,4529,24407,5133,27912,5383,29534,6551,35064,5852,33205,2583,12293,7487,45225,2657,12332,7479,43084,4436,23415,4873,25108,7971,49346,6751,37845,4838,26447,9574,61013,9832,61462,11669,74508,6092,34433,7948,47071,4210,22994,7265,43912,10521,66735,5676,29685,4057,21443,6644,40305,5378,29610,7123,40442,5462,29578,2864,14181,3630,17806,4196,22670,6215,34481,6939,40007,5396,29693,6345,36218,8509,51939,4434,24786,9754,59341,6550,39813,8683,53937,4787,25474,10568,67832,6886,41617,2917,14841,5173,29791,5723,33606,7846,44881,6453,37448,14828,97857,3253,15719,7262,44006,5842,33662,6120,34409,7097,39892,4566,24058,3707,20564,4875,26106,2509,12570,7675,47845,8203,48353,5642,33466,7491,44084,9806,63363,5978,33905,6360,39281,8168,48914,16911,114717,5351,29691,8179,49029,3126,15277,5252,29941,8145,50032,5179,28105,11020,70885,6840,38441,5809,33327,4202,23915,4720,25169,11274,72450,5936,33511,5988,32276,6324,38464,11530,74157,4411,24203,6528,37178,6146,35377,7783,47022,4546,25384,11588,74913,4704,26099,4650,24560,7705,46956,8386,51344,7898,47568,9430,58492,7012,41191
5500,2500,0.8000000000000002,3522,20788,2452,13568,3454,20201,3654,19722,3517,20905,6705,40590,3843,22862,4772,29928,4847,30877,4968,31212,6566,39666,5547,32406,5710,36276,3046,16765,7189,46662,9034,61741,2978,17208,4902,29417,5580,33574,3519,20548,4838,30387,4184,23864,5632,35726,3607,20633,7801,52550,4765,28532,4781,29333,7040,46970,2900,15491,7004,47360,3988,24775,4748,28462,6279,41061,5068,29692,6377,41822,5353,31440,7373,49655,6184,38929,4024,24409,7753,54640,8889,60275,7777,53310,7057,47047,10068,70538,4846,30532,4675,28329,4120,24126,4946,29082,8768,60397,5935,38511,5846,36623,5451,35557,4726,29031,4929,29618,6751,43390,3899,22251,4052,25385,7341,48771,7095,45606,5829,36957,5555,34815,5596,34735,3246,18679,8945,61090,5718,36356,8547,59448,5988,39355,7558,49907,6789,44348,3649,22941,4260,25774,3324,19725,5255,33384,5347,31944,4729,27828,4439,27288,3081,17702,3677,21339,10176,67594,5030,29571,5137,30780,4033,24211,4496,27610,10536,72260,4275,27153,3050,17205,7249,50147,6540,43716,6603,44221,5668,35795,7621,52752,6588,39457,5572,36276,5617,35080,5031,34541,10066,70480,9148,63179,6672,44505,9066,62517,10139,70879
5500,2500,0.8500000000000002,3769,23524,4186,28169,4228,28324,5485,37310,8567,64823,5977,42956,6351,44448,6018,43865,3491,23472,2978,18529,5357,35580,7904,58694,7329,53699,3247,18915,8594,63789,8017,59643,8471,64016,10797,84172,5054,34714,6704,48368,2642,15639,4637,32173,4234,26241,5916,41450,12262,94401,4823,32790,7762,55049,6420,47524,2487,15336,6765,49493,14480,113456,7416,54686,3475,21896,4311,28603,5892,40703,10406,77581,5166,36675,5670,39850,11603,88735,4476,30875,4956,34887,9176,70049,4798,32287,3530,23637,8947,68206,5843,41684,9337,70380,5606,41285,7497,54084,4870,32457,5687,41242,8211,61615,9180,69446,7121,50210,7143,51373,4651,32183,4028,25071,10844,81592,8905,65652,6812,48732,8970,66250,5115,34353,4127,26073,2948,19778,7100,52385,5339,37500,5062,35752,3791,24890,9035,67734,2540,15255,8069,62994,8530,61769,7125,51241,7061,51302,5761,40119,9496,72634,4414,28598,5440,36775,5262,33295,5974,44580,4443,28977,2664,16240,11437,90039,2584,15777,10914,85041,6717,48023,5541,39839,6956,51325,11221,86811,14572,112317,3264,20006,5061,32609,5994,43003,4969,33626,5189,36667,8219,60051,6122,43923,9427,73823,8078,58404,8158,61473
5500,2500,0.9000000000000002,3732,25614,2932,19690,3640,24410,4183,30448,3957,30423,5786,45356,4513,33705,4666,35073,5894,47032,4808,35568,5444,41020,5414,40666,5756,45057,6404,51767,2749,18090,5419,40694,7828,60978,5615,40089,4509,32724,6814,50949,4627,34967,6482,51515,9105,74497,6337,49097,4320,31985,7396,56392,3383,23414,4391,33939,4720,34051,3333,23672,4470,32965,6076,47092,7185,53997,5162,40162,9648,80228,3302,24710,9144,76122,4536,34497,9119,75463,3359,23768,4347,30938,3670,27934,4722,36035,4493,32768,3823,28529,8258,67697,4957,37451,6680,54814,5773,45183,5563,42776,5071,38457,5083,36826,3685,25311,6983,57138,3153,22340,3988,28457,5313,37888,5054,37683,2195,14451,5096,39304,8018,66301,8065,66942,3359,24029,4096,30479,9746,79814,4230,29382,6086,48175,3010,21811,5685,43884,6054,48010,7829,61937,5599,43391,2711,18214,4481,33644,5884,45506,2915,20834,8273,67677,4840,34954,2601,18541,5176,41774,3069,21848,12354,102556,5960,48777,2646,18740,5746,41836,4886,37806,6935,55598,3784,25892,7365,59635,5282,42346,5130,38480,7396,61067,4983,36705,5899,47277,5477,41563,8448,68294,7204,57968,6110,49069,11729,97632,13185,112911
5500,2500,0.9500000000000003,3958,32723,3481,26450,3695,29723,3700,28603,4282,33007,4388,36120,4371,35859,5238,43366,6452,56517,6396,54246,10601,95674,7166,61028,6883,60093,7946,71230,3113,23058,4036,30617,4575,37879,5215,42648,8410,75819,4611,34825,3081,23957,4930,42417,6710,58881,4377,35085,3924,30903,4886,41217,4308,33141,9116,80451,7229,63999,5640,46553,6064,52689,6315,53199,6497,56737,4451,35824,3827,29261,6019,51927,5805,47732,6441,53642,3895,30212,2391,17801,5751,49916,4771,39232,3990,32314,4318,35843,5458,46654,4380,36351,4026,31960,3996,32084,5829,48839,7285,62417,5156,41848,3030,24244,9663,86145,4253,32104,4087,32516,6368,54468,3077,22906,2724,19495,5157,39488,2417,17813,5712,49200,5726,46185,2515,18312,5377,46098,9428,83942,10033,90851,4963,43634,4629,36819,4989,42637,6687,57749,6292,55534,6190,54065,5084,43566,5865,51080,3255,25237,4616,38604,5051,43268,5940,49402,3294,25142,4154,33800,4391,33449,4040,31362,5966,51860,5812,50324,5719,51113,3701,28738,5430,46368,8959,81640,10447,93260,4168,32832,5597,47834,5916,49269,7775,66471,2354,17492,12879,114956,5542,46934,5910,49231,7294,65285,4454,37231,12838,116673
5500,2500,1.0000000000000004,2802,22625,3068,26077,3206,27745,3411,28599,5647,54003,4000,34633,3906,34094,4940,44459,3195,26127,4380,39304,3839,32168,9914,96265,6236,58613,6861,64038,6738,65082,7295,68158,4863,43356,5832,52763,4889,43532,3567,31383,6071,53988,4796,43711,6742,61062,3366,28430,3474,29521,4280,36501,4382,40222,5010,45896,3909,33239,10174,99108,3171,27466,3823,32981,5338,49254,4550,40211,3841,34428,5278,48194,3503,29187,4816,43178,3117,26583,7309,67690,4358,37799,7357,70984,3919,34957,3635,32206,3736,30863,2947,24514,3305,28274,6805,65065,5534,50859,6724,64273,4260,35063,2609,20015,5701,51671,3623,31092,5552,53612,2104,18133,4729,42440,3821,34247,5047,47565,3456,27583,4854,42173,4044,34718,3586,32518,8223,79519,3267,26638,5268,46649,2053,16875,4267,37917,5919,55524,5064,46035,6146,56199,4136,34942,3907,33075,14249,137891,3634,31073,7678,72492,4921,42390,4885,43440,4223,39638,6931,65951,3949,33074,5809,53116,2450,19372,6070,57200,11320,110134,4013,34314,4909,45506,6011,56065,5909,56219,2390,20715,3389,28770,9771,93157,3724,33787,7379,72100,14819,148487,7068,67601,5083,45247,6496,61812,5766,53669,7515,70797
5500,3000,0.5500000000000002,8886,24285,8334,20813,7963,20703,8408,21925,10184,26274,9110,25402,15813,50398,10415,28176,10092,29055,5332,12709,11239,34472,12680,40433,9297,26215,14619,47506,8587,24280,9497,26627,12405,38778,9744,25172,15889,53172,11596,30508,9303,26462,17986,61106,12851,41371,7184,18545,7915,22306,9137,25570,9643,27922,10553,29689,22187,78819,10834,32234,8849,22775,6642,17653,6206,16629,15446,47997,17058,57784,12712,39263,7067,16695,12085,37313,11766,35021,13758,44398,14545,45215,9147,24488,10402,30945,8845,23821,9040,25471,12707,38318,10234,30496,6110,15452,7844,19462,3601,8282,10503,30058,20118,69793,14272,45723,8388,23008,8566,21925,7243,19912,11934,36384,13139,40563,13580,39977,9613,26667,15091,46552,8948,25817,5736,14422,8720,22337,11808,36101,12719,37862,6841,17163,10282,30217,16148,54666,9704,27430,7757,20041,11454,34199,12522,39121,6833,18372,9048,23892,11862,37423,10876,28423,16967,57554,16202,56213,8909,23070,13981,43653,9557,28125,8204,22032,8678,22020,12366,35153,7272,18398,9306,26384,8068,20490,8824,24655,10502,31274,11465,34379,13032,39813,14446,46679,8664,24958,8048,19486,14488,46201,11237,34491,12089,38159,16506,54996,26364,94882
5500,3000,0.6000000000000002,6691,19390,7392,21108,7628,22585,8318,23656,7105,21153,7661,22417,9524,29364,9480,30624,11305,37829,10952,35944,10847,37291,11033,38482,11190,39741,13652,50847,12908,46274,11494,40440,12758,46092,7225,21890,8140,23865,11700,41717,9189,30101,13349,47876,6129,17636,9830,32283,12403,41972,13732,46543,15615,54024,9492,29232,12364,37337,9873,31144,6520,19948,9345,29192,5530,14867,8432,26172,15320,56784,6464,18001,8378,24155,16051,60325,8661,26414,15778,58930,6024,17922,7251,21358,10409,34154,4820,14390,12673,44179,7350,22090,10032,33708,13567,50091,13065,48449,11693,37589,5599,15969,7266,19887,6989,20422,7399,21694,7135,22119,8737,24265,12933,46638,14647,54758,21289,85363,11938,40441,9793,32262,11725,41201,15459,57849,6933,20592,8888,28683,17556,67292,13197,46198,8250,23191,8792,27396,14214,52168,10940,34938,9474,28677,9008,26448,7815,23261,8656,25266,5546,15496,13257,48521,5618,15362,17270,65464,12136,42645,10080,34449,9011,27187,12520,46444,9323,30025,15180,55897,10672,35895,8496,24784,8670,27170,18644,70771,9055,28841,13391,48688,9991,34314,11833,40564,12076,43820,10078,34758,12297,42362,9083,29189,9145,30010,9634,33736,11909,40576
5500,3000,0.6500000000000001,4462,13972,8505,29914,13257,53196,8855,31623,8758,30684,9412,33416,9308,33788,12387,49539,9939,37168,10372,38800,10937,40547,12678,49764,12400,50600,3969,11788,11916,46959,7071,22795,15735,63655,8172,29150,14109,57865,7337,24060,11815,45401,8134,27825,11653,43749,11143,42871,11805,47539,15033,59367,12743,50428,9323,35890,7544,27210,21446,92286,11684,46502,6507,20432,7755,26573,11648,41739,8624,28825,10955,38824,12559,50503,7458,25459,12699,51563,4976,15393,12081,48735,14193,57580,10323,37253,7564,25356,6159,18767,6006,20329,10178,38284,10074,37363,10599,38866,5672,18450,10027,38430,12296,49090,8884,33036,12608,51880,12577,50441,7540,25451,5809,17632,6312,19948,14223,55931,10525,41501,9398,34328,9083,33520,9582,35732,6559,21624,9694,35536,11015,40398,6184,21576,10861,40736,6057,21355,9216,32054,6505,22335,6439,20580,9415,32954,11018,44163,5863,20189,8532,31171,9478,34797,6309,21460,13429,53816,14334,58783,3900,12228,5119,16030,20772,92092,12442,49854,4912,15647,9809,33879,10316,37339,13678,55361,7280,25913,7847,26970,11812,46961,8347,29228,6678,20307,9516,35788,8272,31402,12404,46994,13116,53070,12017,45101,11800,46612,11736,45967
