HGT,Mean_Loss-Fixed,Mean_GFS_Fixed,Mean_Loss_Random,Mean_GFS_Random,Mean_random_egfs_loss
0.000340,371895.646027,[3.33479167e+02 9.37500000e-01 1.04166667e-01 5.00000000e-01 0.00000000e+00 2.08333333e-01 3.39583333e+00 3.75208333e+01 2.40000000e+02 7.09354167e+02],510.342456,[7.36770833e+02 2.77083333e+00 6.25000000e-02 6.25000000e-02 3.12500000e-01 3.83333333e+00 2.85625000e+01 1.37145833e+02 3.79562500e+02 4.59625000e+02],177386.997426
0.000350,375678.606718,[3.23895833e+02 7.70833333e-01 6.25000000e-02 6.25000000e-01 2.08333333e-02 1.45833333e-01 3.54166667e+00 3.82083333e+01 2.45020833e+02 7.12687500e+02],497.831135,[7.21479167e+02 2.20833333e+00 2.08333333e-02 2.08333333e-02 2.50000000e-01 3.02083333e+00 2.56875000e+01 1.29500000e+02 3.72062500e+02 4.66125000e+02],180711.368103
0.000360,373947.907011,[3.31500000e+02 8.33333333e-01 2.08333333e-02 5.20833333e-01 0.00000000e+00 2.08333333e-01 3.45833333e+00 3.98958333e+01 2.49020833e+02 7.10687500e+02],413.040076,[6.85875000e+02 2.70833333e+00 1.25000000e-01 4.16666667e-02 3.75000000e-01 3.66666667e+00 2.50625000e+01 1.24312500e+02 3.61895833e+02 4.82208333e+02],190392.243967
0.000370,376050.767602,[3.23354167e+02 1.10416667e+00 6.25000000e-02 5.00000000e-01 0.00000000e+00 2.29166667e-01 3.50000000e+00 3.90625000e+01 2.44312500e+02 7.13104167e+02],358.707043,[6.55041667e+02 2.45833333e+00 6.25000000e-02 8.33333333e-02 2.29166667e-01 2.58333333e+00 2.30833333e+01 1.16541667e+02 3.53104167e+02 5.06875000e+02],206754.562998
0.000380,384654.693922,[3.18729167e+02 8.12500000e-01 1.04166667e-01 3.95833333e-01 2.08333333e-02 2.91666667e-01 2.79166667e+00 3.53541667e+01 2.43562500e+02 7.21562500e+02],325.379295,[6.22895833e+02 2.14583333e+00 4.16666667e-02 4.16666667e-02 1.66666667e-01 2.29166667e+00 2.01458333e+01 1.06520833e+02 3.52937500e+02 5.23812500e+02],219131.299571
0.000390,368712.567564,[3.35395833e+02 8.54166667e-01 8.33333333e-02 4.37500000e-01 2.08333333e-02 2.08333333e-01 3.70833333e+00 3.95000000e+01 2.46791667e+02 7.05687500e+02],311.579010,[6.34916667e+02 1.89583333e+00 1.04166667e-01 2.08333333e-02 2.50000000e-01 2.31250000e+00 2.15416667e+01 1.08083333e+02 3.51437500e+02 5.15916667e+02],213106.105259
0.000400,382506.315227,[3.22541667e+02 6.87500000e-01 1.87500000e-01 5.00000000e-01 0.00000000e+00 2.50000000e-01 3.02083333e+00 3.68750000e+01 2.38437500e+02 7.19854167e+02],349.313348,[6.33375000e+02 2.20833333e+00 1.87500000e-01 2.08333333e-02 2.08333333e-01 2.75000000e+00 2.08750000e+01 1.11916667e+02 3.51729167e+02 5.16416667e+02],213548.665431
0.000410,385275.270054,[3.19437500e+02 7.91666667e-01 4.16666667e-02 6.87500000e-01 8.33333333e-02 2.91666667e-01 3.31250000e+00 3.37708333e+01 2.32083333e+02 7.23000000e+02],422.375117,[6.58375000e+02 2.27083333e+00 6.25000000e-02 2.08333333e-02 2.91666667e-01 3.22916667e+00 2.21666667e+01 1.16375000e+02 3.61520833e+02 4.97916667e+02],201280.164257
0.000420,375547.882012,[3.26062500e+02 7.70833333e-01 1.04166667e-01 5.41666667e-01 0.00000000e+00 2.50000000e-01 3.33333333e+00 3.76041667e+01 2.46687500e+02 7.12437500e+02],314.085844,[6.23250000e+02 1.83333333e+00 1.66666667e-01 2.08333333e-02 1.66666667e-01 2.25000000e+00 1.99583333e+01 1.07354167e+02 3.52270833e+02 5.26145833e+02],220812.659463
0.000430,401279.423462,[3.06979167e+02 8.95833333e-01 1.04166667e-01 4.79166667e-01 2.08333333e-02 1.04166667e-01 2.66666667e+00 3.34166667e+01 2.36437500e+02 7.38020833e+02],262.005975,[5.67437500e+02 1.87500000e+00 1.25000000e-01 4.16666667e-02 1.87500000e-01 2.52083333e+00 1.77083333e+01 9.29375000e+01 3.25520833e+02 5.55979167e+02],240927.771762
0.000440,384296.803091,[3.11479167e+02 7.50000000e-01 1.45833333e-01 6.04166667e-01 2.08333333e-02 1.87500000e-01 3.06250000e+00 3.40000000e+01 2.38125000e+02 7.21604167e+02],285.258549,[5.93916667e+02 1.79166667e+00 1.25000000e-01 6.25000000e-02 1.25000000e-01 1.52083333e+00 1.67291667e+01 9.96458333e+01 3.36354167e+02 5.39729167e+02],229382.199284
0.000450,386978.080111,[3.13541667e+02 1.08333333e+00 8.33333333e-02 6.04166667e-01 2.08333333e-02 2.08333333e-01 2.81250000e+00 3.53541667e+01 2.38354167e+02 7.24187500e+02],329.023155,[6.19416667e+02 2.04166667e+00 1.25000000e-01 6.25000000e-02 2.91666667e-01 2.27083333e+00 1.87708333e+01 1.06145833e+02 3.43041667e+02 5.22375000e+02],216973.631624
0.000460,387236.847795,[3.07916667e+02 1.02083333e+00 4.16666667e-02 5.41666667e-01 2.08333333e-02 1.66666667e-01 3.00000000e+00 3.70000000e+01 2.35854167e+02 7.24604167e+02],286.169405,[5.90250000e+02 1.75000000e+00 8.33333333e-02 6.25000000e-02 1.66666667e-01 2.04166667e+00 1.69791667e+01 9.76875000e+01 3.44187500e+02 5.41437500e+02],231527.835273
0.000470,392981.770172,[3.07000000e+02 9.79166667e-01 1.25000000e-01 5.62500000e-01 4.16666667e-02 2.29166667e-01 2.70833333e+00 3.37708333e+01 2.38437500e+02 7.29958333e+02],257.786136,[5.64020833e+02 1.54166667e+00 1.25000000e-01 1.25000000e-01 6.25000000e-02 1.25000000e+00 1.49375000e+01 9.08958333e+01 3.45416667e+02 5.49791667e+02],238150.555246
0.000480,389855.019964,[3.11437500e+02 8.12500000e-01 1.25000000e-01 7.91666667e-01 2.08333333e-02 2.29166667e-01 3.08333333e+00 3.63125000e+01 2.32520833e+02 7.27375000e+02],244.473432,[5.64791667e+02 1.79166667e+00 1.87500000e-01 1.25000000e-01 1.66666667e-01 2.06250000e+00 1.69583333e+01 9.16250000e+01 3.33270833e+02 5.60395833e+02],245244.969956
0.000490,388822.148917,[3.09604167e+02 1.16666667e+00 1.45833333e-01 7.50000000e-01 2.08333333e-02 3.12500000e-01 3.02083333e+00 3.42500000e+01 2.34083333e+02 7.26270833e+02],268.257001,[5.69541667e+02 1.37500000e+00 1.45833333e-01 8.33333333e-02 1.25000000e-01 1.72916667e+00 1.53333333e+01 9.49375000e+01 3.37291667e+02 5.41875000e+02],231135.663132
0.000500,395753.171763,[3.13604167e+02 8.75000000e-01 1.25000000e-01 4.16666667e-01 0.00000000e+00 1.66666667e-01 3.14583333e+00 3.52291667e+01 2.36937500e+02 7.32729167e+02],177.208403,[5.12729167e+02 1.68750000e+00 1.25000000e-01 4.16666667e-02 1.25000000e-01 1.00000000e+00 1.13333333e+01 8.01458333e+01 3.26208333e+02 5.80750000e+02],261082.457546
0.000510,386546.913991,[3.14375000e+02 8.95833333e-01 2.08333333e-02 6.87500000e-01 0.00000000e+00 2.91666667e-01 2.72916667e+00 3.49583333e+01 2.38083333e+02 7.23791667e+02],236.189690,[5.60479167e+02 1.58333333e+00 1.66666667e-01 1.04166667e-01 2.08333333e-01 1.87500000e+00 1.48333333e+01 8.98333333e+01 3.39875000e+02 5.58375000e+02],244329.853109
